gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	geneName
ENSMUSG00000033863	1035.254505	-1.565356734	0.106468676	-14.7025096	6.21E-49	1.77E-46	Klf9
ENSMUSG00000036699	5827.870525	1.138804615	0.077500932	14.69407634	7.04E-49	1.98E-46	Zcchc12
ENSMUSG00000030189	1230.787094	-1.493740527	0.102038085	-14.63904899	1.58E-48	4.38E-46	Ybx3
ENSMUSG00000031732	1403.192612	1.331205321	0.090955137	14.63584541	1.66E-48	4.53E-46	Phlpp2
ENSMUSG00000020522	1221.589267	1.397408333	0.09556527	14.62255413	2.02E-48	5.43E-46	Mfap3
ENSMUSG00000048721	726.4715537	1.638509592	0.112955451	14.50580366	1.11E-47	2.95E-45	Fndc9
ENSMUSG00000020109	661.0129993	-1.751153627	0.120917727	-14.48219105	1.57E-47	4.10E-45	Dnajb12
ENSMUSG00000086968	1646.144627	-1.274285522	0.088046973	-14.47279191	1.80E-47	4.64E-45	4933431E20Rik
ENSMUSG00000030432	2544.557769	-1.236334393	0.085466498	-14.46571951	2.00E-47	5.07E-45	Rpl28
ENSMUSG00000082585	1145.280631	-1.710191013	0.118304928	-14.45578848	2.30E-47	5.78E-45	Gm15387
ENSMUSG00000037426	1133.754419	-1.481149468	0.102607645	-14.43507912	3.11E-47	7.70E-45	Depdc5
ENSMUSG00000115457	637.3302179	-1.706218126	0.118237976	-14.43037322	3.33E-47	8.14E-45	Gm2387
ENSMUSG00000036698	6768.2344	1.162836517	0.080636047	14.42080265	3.83E-47	9.23E-45	Ago2
ENSMUSG00000062760	2100.949421	1.243057912	0.086486958	14.37277873	7.67E-47	1.83E-44	Shisal1
ENSMUSG00000058230	7431.391411	-1.038697047	0.072332193	-14.36009349	9.21E-47	2.16E-44	Arhgap35
ENSMUSG00000057963	1275.559061	-1.478465041	0.102973882	-14.35767017	9.54E-47	2.21E-44	Itpk1
ENSMUSG00000025555	2870.358456	-1.112798518	0.077717167	-14.31856773	1.68E-46	3.84E-44	Farp1
ENSMUSG00000056413	5811.206706	-1.244410501	0.086987234	-14.30566816	2.02E-46	4.57E-44	Adap1
ENSMUSG00000047388	654.1188604	-1.658536461	0.116165601	-14.27734589	3.03E-46	6.77E-44	Atmin
ENSMUSG00000061981	4818.630137	1.218793676	0.08568219	14.22458598	6.45E-46	1.42E-43	Flot2
ENSMUSG00000003031	1110.071224	-1.560222765	0.110471735	-14.12327561	2.73E-45	5.96E-43	Cdkn1b
ENSMUSG00000020657	1533.241331	-1.38755228	0.098639299	-14.06693173	6.06E-45	1.31E-42	Dnajc27
ENSMUSG00000102918	1252.487365	-1.416749536	0.100902688	-14.04075124	8.78E-45	1.87E-42	Pcdhgc3
ENSMUSG00000031561	4278.660243	-1.2149301	0.086687189	-14.01510554	1.26E-44	2.66E-42	Tenm3
ENSMUSG00000030980	1844.307127	1.280976107	0.091500911	13.99959953	1.57E-44	3.27E-42	Knop1
ENSMUSG00000006930	4287.66119	1.139953416	0.081823193	13.93191075	4.05E-44	8.36E-42	Hap1
ENSMUSG00000039887	191.3648318	-2.830436931	0.203767552	-13.89051838	7.23E-44	1.47E-41	Alg14
ENSMUSG00000053930	515.3048263	-1.916893396	0.138148325	-13.87561803	8.90E-44	1.80E-41	Shisa6
ENSMUSG00000057841	3082.534122	-1.185068447	0.085597747	-13.8446219	1.37E-43	2.74E-41	Rpl32
ENSMUSG00000022454	14663.62513	-0.974919865	0.070528485	-13.82306546	1.85E-43	3.62E-41	Nell2
ENSMUSG00000049517	3537.259941	-1.035736923	0.074924139	-13.82380818	1.83E-43	3.62E-41	Rps23
ENSMUSG00000078126	1493.278562	-1.249962993	0.09076563	-13.77132511	3.79E-43	7.33E-41	Rpl23a-ps3
ENSMUSG00000030168	2020.697788	-1.247534992	0.090812646	-13.73745897	6.06E-43	1.16E-40	Adipor2
ENSMUSG00000014498	4635.400545	1.130519127	0.0823955	13.72064166	7.64E-43	1.45E-40	Ankrd52
ENSMUSG00000036620	2444.974885	-1.152364012	0.084015365	-13.71611027	8.13E-43	1.52E-40	Mgat4b
ENSMUSG00000041828	508.4875653	1.795054436	0.131232188	13.67846155	1.37E-42	2.53E-40	Abca8a
ENSMUSG00000025130	2141.768103	-1.334870831	0.097602334	-13.67662814	1.40E-42	2.57E-40	P4hb
ENSMUSG00000020841	2504.986167	-1.267313049	0.092809077	-13.65505504	1.88E-42	3.43E-40	Cpd
ENSMUSG00000047842	7091.215995	-1.122478511	0.082297102	-13.63934434	2.34E-42	4.21E-40	Diras2
ENSMUSG00000036611	367.6635836	-2.09027387	0.153274205	-13.63747978	2.40E-42	4.28E-40	Eepd1
ENSMUSG00000027599	1445.113144	-1.426186948	0.104600598	-13.63459645	2.49E-42	4.41E-40	Armc1
ENSMUSG00000071532	1716.103364	-1.279407331	0.09406405	-13.60144851	3.93E-42	6.87E-40	Gm10335
ENSMUSG00000053483	681.5818536	-1.526826135	0.113344851	-13.47062638	2.33E-41	4.04E-39	Usp21
ENSMUSG00000063556	1714.666062	-1.287260998	0.095642408	-13.45910275	2.72E-41	4.68E-39	Gm10132
ENSMUSG00000032735	1541.739993	-1.193883807	0.08886224	-13.43522073	3.76E-41	6.40E-39	Ablim3
ENSMUSG00000030747	1232.84778	-1.519726259	0.113661211	-13.37066751	8.97E-41	1.51E-38	Dgat2
ENSMUSG00000026179	2896.542395	-1.208226168	0.090501221	-13.35038532	1.18E-40	1.97E-38	Pnkd
ENSMUSG00000096006	971.1048366	-1.621946867	0.121580966	-13.34046701	1.35E-40	2.23E-38	Gm21596
ENSMUSG00000021091	1762.35364	-1.432297321	0.107590784	-13.31245357	1.96E-40	3.22E-38	Serpina3n
ENSMUSG00000005360	3958.463278	-1.040209352	0.078208159	-13.30052221	2.30E-40	3.74E-38	Slc1a3
ENSMUSG00000052534	5056.144088	-1.246172913	0.09397922	-13.26008997	3.94E-40	6.37E-38	Pbx1
ENSMUSG00000025586	432.2852567	1.825337177	0.1382387	13.20424151	8.29E-40	1.33E-37	Cpeb1
ENSMUSG00000050875	1053.561892	1.372073185	0.10420359	13.16723523	1.35E-39	2.15E-37	Minar2
ENSMUSG00000025381	473.3527376	-1.6821182	0.12783176	-13.15884408	1.51E-39	2.38E-37	Cnpy2
ENSMUSG00000029090	447.4686687	-1.768737807	0.134462706	-13.15411434	1.61E-39	2.51E-37	Adgra3
ENSMUSG00000030852	2714.855937	-1.073727156	0.082067884	-13.08340242	4.10E-39	6.34E-37	Tacc2
ENSMUSG00000003934	9887.381662	0.990730522	0.075818055	13.06721108	5.07E-39	7.78E-37	Efnb3
ENSMUSG00000063568	1917.430747	-1.192132382	0.091243348	-13.06541695	5.19E-39	7.90E-37	Jazf1
ENSMUSG00000057715	1611.294011	-1.400133311	0.10748524	-13.02628448	8.67E-39	1.31E-36	A830018L16Rik
ENSMUSG00000070802	8926.451304	1.05873107	0.081474854	12.99457467	1.31E-38	1.97E-36	Pnmal2
ENSMUSG00000060938	3760.569093	-1.04742518	0.08064352	-12.98833664	1.42E-38	2.12E-36	Rpl26
ENSMUSG00000075590	1683.29995	-1.210707073	0.093305187	-12.97577458	1.68E-38	2.47E-36	Nrbp2
ENSMUSG00000004633	1357.235868	-1.314094554	0.101430693	-12.95559085	2.18E-38	3.19E-36	Chn2
ENSMUSG00000024500	2513.900299	-1.071645196	0.082999943	-12.9113967	3.88E-38	5.63E-36	Ppp2r2b
ENSMUSG00000030657	1675.401794	-1.119786182	0.08680815	-12.89955129	4.53E-38	6.51E-36	Xylt1
ENSMUSG00000037999	467.2866121	-2.044258868	0.158561193	-12.89255475	4.96E-38	7.08E-36	Arap2
ENSMUSG00000005442	5541.815032	-1.145101448	0.089291136	-12.82435746	1.20E-37	1.68E-35	Cic
ENSMUSG00000066357	20430.43149	1.043388995	0.081359768	12.82438513	1.20E-37	1.68E-35	Wdr6
ENSMUSG00000024608	3603.064367	-1.079751428	0.084399058	-12.79340609	1.78E-37	2.49E-35	Rps14
ENSMUSG00000031617	567.6322269	-2.264795733	0.177370655	-12.76871723	2.45E-37	3.38E-35	Tmem184c
ENSMUSG00000063015	4097.861278	-1.346392723	0.105446362	-12.76850807	2.46E-37	3.38E-35	Ccni
ENSMUSG00000050640	1529.729758	-1.150823289	0.090217	-12.75616887	2.88E-37	3.93E-35	Tmem150c
ENSMUSG00000026727	686.8980025	1.547944893	0.121381357	12.75274004	3.01E-37	4.08E-35	Rsu1
ENSMUSG00000034187	14251.49256	0.856263184	0.067456041	12.69364725	6.41E-37	8.63E-35	Nsf
ENSMUSG00000024935	1157.391432	-1.187781682	0.093587508	-12.69166904	6.58E-37	8.78E-35	Slc1a1
ENSMUSG00000056820	2791.244976	1.061865017	0.083767417	12.67634904	8.00E-37	1.06E-34	Tsnax
ENSMUSG00000035696	993.2849467	-1.587900143	0.125958802	-12.60650397	1.94E-36	2.56E-34	Rnf38
ENSMUSG00000025986	2105.181636	-1.141129613	0.091069463	-12.53032106	5.10E-36	6.66E-34	Slc39a10
ENSMUSG00000038400	587.8737093	-1.558655518	0.124567156	-12.51257208	6.37E-36	8.27E-34	Pmepa1
ENSMUSG00000022443	1033.168641	1.303968561	0.104421413	12.48755907	8.73E-36	1.13E-33	Myh9
ENSMUSG00000024044	2844.035761	-1.037559765	0.083254113	-12.46256462	1.19E-35	1.53E-33	Epb41l3
ENSMUSG00000032193	2734.774759	1.178568027	0.094665861	12.44976823	1.40E-35	1.78E-33	Ldlr
ENSMUSG00000049100	1695.323311	-1.161557893	0.093423565	-12.43324308	1.72E-35	2.18E-33	Pcdh10
ENSMUSG00000060548	805.6000072	-1.301338876	0.104723855	-12.42638436	1.88E-35	2.36E-33	Tnfrsf19
ENSMUSG00000069255	376.8983726	-1.8229749	0.146887187	-12.41071424	2.29E-35	2.85E-33	Dusp22
ENSMUSG00000031129	636.5876947	1.465339926	0.118121429	12.40536914	2.44E-35	3.02E-33	Slc9a9
ENSMUSG00000028081	5113.332547	-0.92229232	0.074531074	-12.3746013	3.59E-35	4.41E-33	Rps3a1
ENSMUSG00000030870	2643.51806	1.059377566	0.085766835	12.35183231	4.76E-35	5.81E-33	Ubfd1
ENSMUSG00000010803	1348.190981	-1.340559863	0.108684383	-12.3344295	5.91E-35	7.17E-33	Gabra1
ENSMUSG00000028414	805.3614888	-1.514125473	0.123123542	-12.29761136	9.33E-35	1.12E-32	Fktn
ENSMUSG00000026991	6689.418274	-0.904995962	0.073708386	-12.27805961	1.19E-34	1.42E-32	Pkp4
ENSMUSG00000024767	3200.910271	-1.070076597	0.087321444	-12.25445379	1.59E-34	1.89E-32	Otub1
ENSMUSG00000039976	4672.41692	1.083126657	0.088608231	12.22377028	2.32E-34	2.74E-32	Tbc1d16
ENSMUSG00000037012	8470.242794	-1.05477556	0.08677187	-12.15573159	5.35E-34	6.28E-32	Hk1
ENSMUSG00000060424	909.1573393	-1.423278926	0.117595677	-12.10315691	1.02E-33	1.19E-31	Pantr1
ENSMUSG00000042834	13023.05204	-0.862368457	0.071315031	-12.09238009	1.16E-33	1.34E-31	Nrep
ENSMUSG00000005716	134.1215732	-3.245648351	0.269764036	-12.03143457	2.43E-33	2.80E-31	Pvalb
ENSMUSG00000001847	6394.337391	0.846344225	0.070591444	11.98933155	4.04E-33	4.63E-31	Rac1
ENSMUSG00000046709	4899.186516	-0.908918556	0.075888328	-11.97705337	4.69E-33	5.34E-31	Mapk10
ENSMUSG00000028645	568.5982397	-2.172635047	0.181522722	-11.96894263	5.17E-33	5.85E-31	Slc2a1
ENSMUSG00000038481	1266.165631	-1.122416451	0.093871256	-11.95697704	5.97E-33	6.72E-31	Cdk19
ENSMUSG00000046876	737.3045982	-1.394188372	0.116967436	-11.91945737	9.37E-33	1.05E-30	Atxn1
ENSMUSG00000059890	1854.843961	-1.169307086	0.098361303	-11.88787712	1.37E-32	1.52E-30	Ube4a
ENSMUSG00000112605	433.5342842	-1.629443327	0.13714121	-11.88150034	1.48E-32	1.63E-30	Gm7476
ENSMUSG00000028385	1120.368248	-1.1491048	0.096731485	-11.87932554	1.52E-32	1.66E-30	Snx30
ENSMUSG00000100755	1519.875771	-1.024347886	0.086384975	-11.85794038	1.96E-32	2.14E-30	Rps23-ps1
ENSMUSG00000018507	598.4845721	-1.466837294	0.123760093	-11.85226396	2.09E-32	2.27E-30	Trpv2
ENSMUSG00000026904	1153.859922	-1.397118428	0.119119059	-11.72875639	9.08E-32	9.80E-30	Slc4a10
ENSMUSG00000023169	3237.878939	0.904834108	0.077484436	11.67762399	1.66E-31	1.78E-29	Slc38a1
ENSMUSG00000060036	8147.262646	-0.89631382	0.076847059	-11.66360596	1.96E-31	2.09E-29	Rpl3
ENSMUSG00000037563	3071.532307	-1.13159083	0.097161292	-11.64651894	2.39E-31	2.54E-29	Rps16
ENSMUSG00000007817	3323.148137	-0.910252106	0.078557071	-11.58714413	4.79E-31	5.05E-29	Zmiz1
ENSMUSG00000020250	2254.641543	0.968826724	0.083803462	11.56070044	6.52E-31	6.83E-29	Txnrd1
ENSMUSG00000059070	2588.879612	-1.138170681	0.098460989	-11.55961048	6.60E-31	6.88E-29	Rpl18
ENSMUSG00000037062	2441.838325	-1.18041376	0.102319869	-11.53650581	8.64E-31	8.96E-29	Sh3glb1
ENSMUSG00000028691	3240.084278	0.873818156	0.075818758	11.52509192	9.86E-31	1.02E-28	Prdx1
ENSMUSG00000034612	1180.9901	-1.22925334	0.106673944	-11.52346388	1.00E-30	1.03E-28	Chst11
ENSMUSG00000033902	1640.028368	-1.171109393	0.101755133	-11.509094	1.19E-30	1.21E-28	Mapkbp1
ENSMUSG00000027663	801.839985	-1.380794416	0.120012722	-11.50540041	1.24E-30	1.25E-28	Zmat3
ENSMUSG00000042453	8071.328456	-0.873238791	0.075896642	-11.50563146	1.24E-30	1.25E-28	Reln
ENSMUSG00000031320	5668.160897	-0.981923166	0.085384984	-11.49995133	1.32E-30	1.32E-28	Rps4x
ENSMUSG00000026853	698.1526091	-1.448860478	0.126086725	-11.49098347	1.46E-30	1.46E-28	Crat
ENSMUSG00000050908	1283.311507	1.126231246	0.098107397	11.47957527	1.67E-30	1.66E-28	Tvp23a
ENSMUSG00000042682	2432.43223	-0.978814735	0.085551176	-11.44127736	2.60E-30	2.57E-28	Selenok
ENSMUSG00000030000	9495.544841	0.81323153	0.071235805	11.41605029	3.48E-30	3.41E-28	Add2
ENSMUSG00000026305	1119.017028	-1.221510786	0.107042056	-11.41150345	3.66E-30	3.58E-28	Lrrfip1
ENSMUSG00000061167	3406.823896	-0.882260965	0.077334542	-11.40836862	3.80E-30	3.69E-28	Rpl15-ps3
ENSMUSG00000045128	3097.668549	-1.062924164	0.093425927	-11.37718623	5.43E-30	5.25E-28	Rpl18a
ENSMUSG00000023977	1228.092955	-1.093671562	0.096133919	-11.37654194	5.47E-30	5.26E-28	Ubr2
ENSMUSG00000031441	1853.205517	1.076875131	0.094694182	11.37213612	5.76E-30	5.51E-28	Atp11a
ENSMUSG00000081738	380.9436065	-1.702723662	0.150238076	-11.33350288	8.96E-30	8.52E-28	Hmgb1-ps2
ENSMUSG00000013846	3995.999476	-0.847216357	0.074785158	-11.32866982	9.46E-30	8.96E-28	St3gal1
ENSMUSG00000032399	7967.389634	-0.804628896	0.071198274	-11.30124161	1.29E-29	1.22E-27	Rpl4
ENSMUSG00000027347	1126.241579	-1.235949145	0.109584569	-11.27849615	1.68E-29	1.57E-27	Rasgrp1
ENSMUSG00000022285	24845.8396	-0.802532822	0.071556263	-11.21540994	3.43E-29	3.20E-27	Ywhaz
ENSMUSG00000054942	2056.509411	1.150751317	0.102778781	11.19638999	4.25E-29	3.94E-27	Miga1
ENSMUSG00000027500	38537.65828	-0.784606364	0.070083807	-11.19525893	4.30E-29	3.97E-27	Stmn2
ENSMUSG00000108528	543.7843379	-1.77804101	0.158987013	-11.18356132	4.91E-29	4.51E-27	Gm8319
ENSMUSG00000021779	836.0930744	-1.74037241	0.155635639	-11.18235143	4.98E-29	4.54E-27	Thrb
ENSMUSG00000042797	246.2798255	-1.895330546	0.16950321	-11.18167934	5.01E-29	4.54E-27	Aqp11
ENSMUSG00000081534	2041.599447	-1.000849552	0.089505356	-11.18200738	4.99E-29	4.54E-27	Slc48a1
ENSMUSG00000116835	3085.489117	-0.87928803	0.078649884	-11.17977533	5.12E-29	4.62E-27	Gm49594
ENSMUSG00000061013	185.3047019	-2.197566055	0.196843129	-11.16404756	6.11E-29	5.48E-27	Mkx
ENSMUSG00000048385	796.8336142	-1.348998996	0.120908578	-11.15718192	6.61E-29	5.89E-27	Scrt1
ENSMUSG00000029861	4046.490149	-0.829282221	0.074366991	-11.15121382	7.06E-29	6.27E-27	Fam131b
ENSMUSG00000045648	454.9916227	-1.587249929	0.142763313	-11.11805197	1.02E-28	9.06E-27	Vwc2l
ENSMUSG00000029434	1818.795701	-0.953752267	0.085999938	-11.09015068	1.40E-28	1.23E-26	Vps33a
ENSMUSG00000053094	1573.096507	0.986463449	0.088988477	11.0852942	1.48E-28	1.29E-26	Tmem248
ENSMUSG00000002205	333.3405743	-1.953515475	0.176593671	-11.06220547	1.91E-28	1.67E-26	Vrk3
ENSMUSG00000027247	2328.179755	-0.978943681	0.088565069	-11.05338359	2.11E-28	1.83E-26	Arhgap1
ENSMUSG00000028444	1505.609021	1.088309479	0.098686065	11.02799549	2.80E-28	2.42E-26	Cntfr
ENSMUSG00000047205	1356.594826	1.018476756	0.092572558	11.00192955	3.74E-28	3.21E-26	Dusp18
ENSMUSG00000018451	3461.450449	0.959409141	0.087352744	10.98315969	4.61E-28	3.94E-26	6330403K07Rik
ENSMUSG00000027694	831.3840781	-1.257991671	0.114855494	-10.95282108	6.44E-28	5.48E-26	Gm8325
ENSMUSG00000078377	2868.665403	-0.870200464	0.079594996	-10.93285387	8.03E-28	6.80E-26	Gm4294
ENSMUSG00000062328	4364.775883	-0.997946432	0.091621922	-10.89200498	1.26E-27	1.06E-25	Rpl17
ENSMUSG00000020674	811.7644255	1.157353978	0.106292538	10.8883841	1.31E-27	1.10E-25	Pxdn
ENSMUSG00000025246	1633.353963	-1.027460867	0.094702202	-10.84938731	2.01E-27	1.68E-25	Tbl1x
ENSMUSG00000003970	4213.178149	-0.960811713	0.088613345	-10.84274281	2.16E-27	1.80E-25	Rpl8
ENSMUSG00000033174	1095.281859	-1.129101179	0.104715013	-10.78261032	4.16E-27	3.45E-25	Mgll
ENSMUSG00000027977	569.5769027	-1.839331436	0.170648893	-10.77845516	4.35E-27	3.59E-25	Ndst3
ENSMUSG00000029126	11813.88244	-0.796830947	0.074108197	-10.7522647	5.78E-27	4.75E-25	Nsg1
ENSMUSG00000048040	2366.432239	0.918443319	0.085425527	10.75139187	5.84E-27	4.77E-25	Arxes2
ENSMUSG00000042787	605.5883097	-1.234311265	0.114979192	-10.73508381	6.97E-27	5.67E-25	Exog
ENSMUSG00000048814	4477.387715	-0.789441179	0.073739592	-10.70579806	9.56E-27	7.75E-25	Lonrf2
ENSMUSG00000060206	849.1544319	-1.736029951	0.162170891	-10.70494182	9.65E-27	7.79E-25	Zfp462
ENSMUSG00000003153	6732.983181	0.954762901	0.089437648	10.67517896	1.33E-26	1.07E-24	Slc2a3
ENSMUSG00000042216	3370.946171	0.933577218	0.087639667	10.6524506	1.70E-26	1.36E-24	Sgsm1
ENSMUSG00000003429	3111.537315	-0.914535006	0.085922884	-10.64367215	1.87E-26	1.49E-24	Rps11
ENSMUSG00000036046	8497.341888	0.772937532	0.072716115	10.62952184	2.17E-26	1.72E-24	5031439G07Rik
ENSMUSG00000058558	5347.932374	-0.773993597	0.072835699	-10.62656926	2.24E-26	1.77E-24	Rpl5
ENSMUSG00000060419	1695.526975	-1.11140888	0.104880176	-10.59693949	3.08E-26	2.42E-24	Rps16-ps2
ENSMUSG00000041453	5169.124573	-0.775431788	0.073218721	-10.59062189	3.29E-26	2.58E-24	Rpl21
ENSMUSG00000072692	367.5169096	-1.739276287	0.164252904	-10.5890139	3.35E-26	2.61E-24	Rpl37rt
ENSMUSG00000033294	736.9187924	1.146583217	0.108395941	10.57773203	3.78E-26	2.94E-24	Noc4l
ENSMUSG00000039231	891.0117988	-1.079749897	0.102092708	-10.57617063	3.84E-26	2.97E-24	Suv39h1
