gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	geneName
ENSMUSG00000031231	7980.720918	2.698880487	0.071638371	37.67367172	0	0	Cox7b
ENSMUSG00000031320	18509.07351	2.792157003	0.060852066	45.88434168	0	0	Rps4x
ENSMUSG00000031442	16273.712	4.135768625	0.050768727	81.46291841	0	0	Mcf2l
ENSMUSG00000031818	17911.72076	2.993085661	0.05325147	56.20662961	0	0	Cox4i1
ENSMUSG00000032330	10253.19989	3.005604685	0.056842032	52.87644682	0	0	Cox7a2
ENSMUSG00000032518	91371.62048	4.263699483	0.049973399	85.31938047	0	0	Rpsa
ENSMUSG00000032826	49477.25771	3.101416097	0.053451577	58.02291085	0	0	Ank2
ENSMUSG00000034156	13060.48061	3.851363581	0.073415063	52.46012798	0	0	Tspoap1
ENSMUSG00000034892	25351.52514	4.03714246	0.061966436	65.15047033	0	0	Rps29
ENSMUSG00000035674	5196.839371	2.986554071	0.07339422	40.69195193	0	0	Ndufa3
ENSMUSG00000035781	13428.43621	2.705978815	0.055368929	48.87179267	0	0	R3hdm4
ENSMUSG00000035847	24591.51649	2.487341662	0.052950858	46.97452964	0	0	Ids
ENSMUSG00000035885	17568.48639	3.755431223	0.064718543	58.02712842	0	0	Cox8a
ENSMUSG00000036046	10369.16906	2.113010827	0.055505252	38.06866496	0	0	5031439G07Rik
ENSMUSG00000036305	4612.651896	3.751546377	0.078634932	47.70839455	0	0	Rpl39-ps
ENSMUSG00000036644	15425.67645	4.457918232	0.057165794	77.98226723	0	0	Tbc1d9b
ENSMUSG00000036751	20203.19605	3.273500614	0.055929103	58.52946732	0	0	Cox6b1
ENSMUSG00000037071	44715.11696	4.67406013	0.065781351	71.05448706	0	0	Scd1
ENSMUSG00000037519	2229.316856	3.466067575	0.086067234	40.27162747	0	0	Ppfia1
ENSMUSG00000037563	13125.13528	3.174502149	0.06459488	49.14479546	0	0	Rps16
ENSMUSG00000037742	115835.3567	2.132063878	0.048027299	44.39275042	0	0	Eef1a1
ENSMUSG00000038065	18736.85174	2.289420782	0.058343265	39.24053224	0	0	Mturn
ENSMUSG00000038143	13091.46283	3.451122417	0.062707527	55.03521808	0	0	Stox2
ENSMUSG00000038274	8992.235463	2.876498049	0.071811628	40.05615966	0	0	Fau
ENSMUSG00000038351	7492.989306	3.237596223	0.085865947	37.70524078	0	0	Sgsm2
ENSMUSG00000038375	12560.04817	2.137248556	0.054310391	39.35247976	0	0	Trp53inp2
ENSMUSG00000038437	3617.395676	3.119977166	0.074219267	42.03729411	0	0	Mllt6
ENSMUSG00000038587	3534.847581	4.00407013	0.080870904	49.51187549	0	0	Akap12
ENSMUSG00000038690	8245.247472	2.84797135	0.063398098	44.92203151	0	0	Atp5j2
ENSMUSG00000038717	7445.067441	2.516326809	0.064604518	38.94970345	0	0	Atp5l
ENSMUSG00000038738	13164.26903	2.571320016	0.059535282	43.18985164	0	0	Shank1
ENSMUSG00000038900	29107.76282	4.216285635	0.04327918	97.42064538	0	0	Rpl12
ENSMUSG00000039001	8987.395389	3.60646536	0.057451837	62.77371705	0	0	Rps21
ENSMUSG00000039976	9381.921675	3.184017869	0.07901115	40.2983362	0	0	Tbc1d16
ENSMUSG00000040952	14243.55279	3.411820521	0.064693589	52.7381546	0	0	Rps19
ENSMUSG00000041453	23240.69947	3.389295789	0.057915782	58.52110921	0	0	Rpl21
ENSMUSG00000041571	53063.58698	3.021320441	0.06169818	48.96936115	0	0	Selenow
ENSMUSG00000041670	10313.65407	2.963882862	0.057891143	51.19751886	0	0	Rims1
ENSMUSG00000041697	27029.66357	3.996146113	0.054162309	73.78094019	0	0	Cox6a1
ENSMUSG00000041841	15218.29018	3.603142116	0.059543833	60.51243151	0	0	Rpl37
ENSMUSG00000042066	13259.83996	3.214320193	0.070971972	45.28999406	0	0	Tmcc2
ENSMUSG00000042182	5182.482887	2.452284307	0.063233938	38.78114139	0	0	Bend6
ENSMUSG00000042978	14281.04041	2.844581964	0.062675199	45.38608584	0	0	Sbk1
ENSMUSG00000043716	10646.49251	2.136515031	0.056315259	37.93847484	0	0	Rpl7
ENSMUSG00000044424	6039.33412	3.259425986	0.077732365	41.93138851	0	0	Gm9493
ENSMUSG00000044533	82073.38104	4.524622377	0.048182434	93.90605589	0	0	Rps2
ENSMUSG00000045055	11663.75882	4.306449806	0.061684653	69.81395858	0	0	Rpsa-ps2
ENSMUSG00000045128	14345.46412	3.32664225	0.070353296	47.28481048	0	0	Rpl18a
ENSMUSG00000046093	22264.56585	2.585731047	0.067867833	38.09950818	0	0	Hpcal4
ENSMUSG00000046330	13693.52484	3.434367402	0.052132352	65.8778532	0	0	Rpl37a
ENSMUSG00000046364	13484.70575	3.094996925	0.057970955	53.388752	0	0	Rpl27a
ENSMUSG00000046447	11914.852	3.036909863	0.070118336	43.31120812	0	0	Camk2n1
ENSMUSG00000047215	21958.19549	3.271877312	0.050329211	65.00950951	0	0	Rpl9
ENSMUSG00000047675	13390.34756	2.83147005	0.059509738	47.57994505	0	0	Rps8
ENSMUSG00000047676	12081.93739	4.361756223	0.055339544	78.8180732	0	0	Rpsa-ps10
ENSMUSG00000048240	21587.31948	3.516684473	0.064453258	54.56178026	0	0	Gng7
ENSMUSG00000048758	16075.29776	3.009173862	0.061023024	49.31210657	0	0	Rpl29
ENSMUSG00000049044	18895.49707	5.028111548	0.054348345	92.51636897	0	0	Rapgef4
ENSMUSG00000049517	15696.03435	3.268791528	0.052846189	61.85482014	0	0	Rps23
ENSMUSG00000050708	84927.77509	4.261529672	0.060511685	70.42490524	0	0	Ftl1
ENSMUSG00000051723	1984.989368	3.664151491	0.091539535	40.02807629	0	0	Rpl31-ps13
ENSMUSG00000054428	10285.91009	2.457884619	0.055686828	44.13763022	0	0	Atpif1
ENSMUSG00000055538	1486.041844	4.644582033	0.12165914	38.17700863	0	0	Zcchc24
ENSMUSG00000057036	10708.79091	3.356230134	0.058073334	57.79296449	0	0	Gm7536
ENSMUSG00000057322	13300.42762	3.367168724	0.055355551	60.82802264	0	0	Rpl38
ENSMUSG00000057841	19003.04998	3.733661172	0.051316255	72.75786538	0	0	Rpl32
ENSMUSG00000058542	11782.33219	4.232104924	0.077931994	54.30510222	0	0	Gm15590
ENSMUSG00000058546	23469.906	3.724785924	0.0563611	66.08788507	0	0	Rpl23a
ENSMUSG00000058558	13172.15138	2.403424512	0.051216943	46.92635637	0	0	Rpl5
ENSMUSG00000058600	7840.575322	3.155760955	0.068249197	46.2387998	0	0	Rpl30
ENSMUSG00000059159	2786.979411	3.468232892	0.077769147	44.59651427	0	0	Gm8129
ENSMUSG00000059291	10026.6981	2.482608821	0.066117632	37.54836287	0	0	Rpl11
ENSMUSG00000059461	6026.787584	3.816233813	0.078098435	48.86440822	0	0	Gm7331
ENSMUSG00000059534	4356.1035	2.58265697	0.066547101	38.80945883	0	0	Uqcr10
ENSMUSG00000059776	3335.365257	3.056308574	0.069562852	43.93592966	0	0	Rpl13-ps6
ENSMUSG00000060019	1921.731003	4.142982041	0.093908462	44.11723873	0	0	Gm10073
ENSMUSG00000060126	43176.08315	3.802908412	0.051809426	73.40186296	0	0	Tpt1
ENSMUSG00000060143	18763.08103	3.834158455	0.055594779	68.96616075	0	0	Gm10076
ENSMUSG00000060419	7230.644475	3.178299601	0.075971203	41.83558349	0	0	Rps16-ps2
ENSMUSG00000060636	9493.31336	3.240399974	0.05966985	54.30548199	0	0	Rpl35a
ENSMUSG00000060938	20606.16416	3.597166425	0.05455066	65.94175831	0	0	Rpl26
ENSMUSG00000061390	3710.49246	3.83835664	0.080301902	47.79907479	0	0	Uba52-ps
ENSMUSG00000061477	20076.9048	3.235231362	0.060431011	53.53594642	0	0	Rps7
ENSMUSG00000061518	9140.399643	2.970886997	0.058780697	50.54188077	0	0	Cox5b
ENSMUSG00000061603	17753.79155	3.014319941	0.062863719	47.95007367	0	0	Akap6
ENSMUSG00000061787	13903.17748	3.291023923	0.054384861	60.51360398	0	0	Rps17
ENSMUSG00000061833	14079.1167	4.717273107	0.059477093	79.31243541	0	0	Gm6311
ENSMUSG00000061983	19300.48982	4.051234359	0.052389822	77.32865347	0	0	Rps12
ENSMUSG00000062006	7603.414441	3.116450116	0.056037245	55.61390659	0	0	Rpl34
ENSMUSG00000062098	6262.180924	3.049816563	0.0784323	38.88470152	0	0	Btbd3
ENSMUSG00000062151	6770.802642	6.991278811	0.105995834	65.95805287	0	0	Unc13c
ENSMUSG00000062328	19388.32234	3.284408654	0.069142572	47.50197389	0	0	Rpl17
ENSMUSG00000062353	8509.879137	3.589676372	0.069368305	51.74807708	0	0	Gm15772
ENSMUSG00000062382	29509.24058	4.196217105	0.066782505	62.83407733	0	0	Ftl1-ps1
ENSMUSG00000062611	6983.174425	2.685845669	0.068085913	39.44789069	0	0	Rps3a2
ENSMUSG00000062997	12048.51477	3.336483101	0.062713451	53.20203313	0	0	Rpl35
ENSMUSG00000063015	13813.19801	2.715612106	0.063198324	42.96968522	0	0	Ccni
ENSMUSG00000063077	48262.02834	2.803522937	0.053795543	52.11440899	0	0	Kif1b
ENSMUSG00000063328	1485.394844	4.135922123	0.109899873	37.63354784	0	0	Gm9396
ENSMUSG00000063457	22664.94479	3.516923387	0.073666135	47.74138587	0	0	Rps15
ENSMUSG00000063556	10442.33344	3.681836376	0.077026999	47.79929671	0	0	Gm10132
ENSMUSG00000063754	4920.407449	3.575596866	0.079705688	44.85999634	0	0	Gm10136
ENSMUSG00000064337	539867.5693	6.719702488	0.171483301	39.18575419	0	0	mt-Rnr1
ENSMUSG00000064339	623621.9652	6.537091398	0.171650548	38.08371998	0	0	mt-Rnr2
ENSMUSG00000064341	282528.1405	4.211822031	0.079048952	53.2811877	0	0	mt-Nd1
ENSMUSG00000064351	1922746.457	4.456270146	0.057107613	78.03285655	0	0	mt-Co1
ENSMUSG00000064354	749440.0804	4.695643557	0.073688988	63.7224592	0	0	mt-Co2
ENSMUSG00000064357	674332.8444	4.969537993	0.069566423	71.43587075	0	0	mt-Atp6
ENSMUSG00000064358	654213.2858	4.237140957	0.055093283	76.90848589	0	0	mt-Co3
ENSMUSG00000064360	48665.92754	4.311229206	0.075002172	57.48139112	0	0	mt-Nd3
ENSMUSG00000064363	511752.0542	4.864144441	0.077859576	62.47329725	0	0	mt-Nd4
ENSMUSG00000064370	900692.9941	4.631710897	0.071494923	64.78377371	0	0	mt-Cytb
ENSMUSG00000065947	43452.09197	4.507358251	0.058925248	76.49281823	0	0	mt-Nd4l
ENSMUSG00000066315	6999.899972	3.122952651	0.068286301	45.73322326	0	0	Gm12918
ENSMUSG00000066407	3154.605927	3.887465587	0.087980758	44.1854067	0	0	Gm10263
ENSMUSG00000066487	14848.13249	4.700931666	0.055631208	84.50170035	0	0	Gm5786
ENSMUSG00000066902	4387.095968	3.396556247	0.077527575	43.81094409	0	0	Rps23-ps2
ENSMUSG00000067038	1552.417413	4.076246867	0.100166508	40.69470892	0	0	Rps12-ps3
ENSMUSG00000067274	43761.01028	3.683132051	0.051964265	70.87817024	0	0	Rplp0
ENSMUSG00000067288	15297.14208	3.919420545	0.063853744	61.38121707	0	0	Rps28
ENSMUSG00000067344	3270.235565	2.780330957	0.072238519	38.48820552	0	0	Rps25-ps1
ENSMUSG00000067575	4751.698849	3.213124106	0.07789931	41.24714487	0	0	Rpl35a-ps3
ENSMUSG00000067719	7323.8716	2.514722232	0.063218719	39.77812728	0	0	Gm10221
ENSMUSG00000067736	43535.283	4.50862305	0.059051871	76.35021526	0	0	Gm10222
ENSMUSG00000067870	11715.48945	3.659369278	0.064256139	56.949722	0	0	Rpl31-ps8
ENSMUSG00000067889	53940.72449	2.623090222	0.061535488	42.62727586	0	0	Sptbn2
ENSMUSG00000068240	15264.82033	3.916991722	0.071888401	54.48711746	0	0	Gm11808
ENSMUSG00000068604	10465.99507	4.578862882	0.068234111	67.10518868	0	0	Gm8225
ENSMUSG00000069188	3291.449444	3.875481615	0.088660527	43.71146586	0	0	Gm13192
ENSMUSG00000069682	2077.46726	4.202733833	0.094554377	44.44779788	0	0	Gm10275
ENSMUSG00000070348	5457.720523	4.571018772	0.100497842	45.4837507	0	0	Ccnd1
ENSMUSG00000071415	17840.64193	3.210079159	0.060020061	53.4834371	0	0	Rpl23
ENSMUSG00000071528	7840.188744	2.877215657	0.075114666	38.30431251	0	0	Usmg5
ENSMUSG00000071532	10495.6996	3.690941667	0.076161373	48.4621206	0	0	Gm10335
ENSMUSG00000072789	9959.207711	4.768504935	0.06351457	75.07733946	0	0	Gm10420
ENSMUSG00000072940	7218.324758	3.909801254	0.075869501	51.53324039	0	0	Gm10443
ENSMUSG00000073514	3641.226003	3.463319704	0.077486401	44.695839	0	0	Dok6
ENSMUSG00000073702	25419.17925	3.708013289	0.055754749	66.50578407	0	0	Rpl31
ENSMUSG00000074034	13250.18068	4.538292979	0.06358491	71.37374194	0	0	Gm5921
ENSMUSG00000074657	139089.6908	4.194001062	0.046860026	89.50061281	0	0	Kif5a
ENSMUSG00000075706	8410.550798	2.358895678	0.053616831	43.99543243	0	0	Gpx4
ENSMUSG00000076031	1465.845879	4.090501373	0.107261415	38.13581418	0	0	Gm22751
ENSMUSG00000076038	1465.845879	4.090501373	0.107261415	38.13581418	0	0	Gm22774
ENSMUSG00000078087	1502.83013	4.077627835	0.100605482	40.53087109	0	0	Rps12l1
ENSMUSG00000078126	9300.135187	3.728507885	0.055502104	67.1777758	0	0	Rpl23a-ps3
ENSMUSG00000078180	3251.013346	3.716694156	0.091714956	40.52440639	0	0	Gm20900
ENSMUSG00000078193	7918.840896	3.370364226	0.068815737	48.9766494	0	0	Gm2000
ENSMUSG00000079435	7981.61806	3.464979483	0.054664928	63.38578726	0	0	Rpl36a
ENSMUSG00000079641	15556.74921	3.832790512	0.071308221	53.74963037	0	0	Rpl39
ENSMUSG00000080746	8406.118997	4.433161688	0.059656795	74.31109407	0	0	Rpsa-ps12
ENSMUSG00000080848	4650.440437	2.549452642	0.062087704	41.06211845	0	0	Gm9385
ENSMUSG00000080921	5398.178054	3.348676974	0.068640786	48.78552756	0	0	Rpl38-ps2
ENSMUSG00000081051	4829.018441	3.416743567	0.070760773	48.28584302	0	0	Gm15427
ENSMUSG00000081214	4949.655753	3.208664001	0.075992132	42.22363457	0	0	Rpl35a-ps2
ENSMUSG00000081485	5151.718448	3.388628136	0.078690212	43.06289266	0	0	Gm12338
ENSMUSG00000081695	3269.045925	4.119834431	0.097574149	42.22260179	0	0	Rpsa-ps5
ENSMUSG00000081810	3453.584148	3.744637299	0.095482658	39.21798329	0	0	Gm11878
ENSMUSG00000081855	3709.956838	3.238788623	0.080465638	40.25058028	0	0	Rpl17-ps5
ENSMUSG00000082062	14375.87119	4.183558418	0.081281821	51.46979217	0	0	Ftl2-ps
ENSMUSG00000082128	2960.818406	4.099906205	0.10696312	38.33009165	0	0	Gm11824
ENSMUSG00000082536	20368.77747	2.110627082	0.055810246	37.81791366	0	0	Gm13456
ENSMUSG00000082762	8214.844077	4.572887855	0.064638082	70.74603207	0	0	Gm12366
ENSMUSG00000082895	2855.124441	4.35737357	0.107778056	40.42913486	0	0	Rpsa-ps9
ENSMUSG00000083061	3253.770651	3.20374944	0.085351345	37.53601597	0	0	Gm12191
ENSMUSG00000083087	4727.834827	4.618073112	0.075203603	61.40760426	0	0	Gm11249
ENSMUSG00000083424	4747.282784	3.212150026	0.077097497	41.66347982	0	0	Rpl35a-ps4
ENSMUSG00000083563	152164.0334	4.441890747	0.081422871	54.55335484	0	0	Gm13340
ENSMUSG00000083863	88202.29149	4.862385741	0.085470166	56.88985963	0	0	Gm13341
ENSMUSG00000084111	3676.519991	3.14024219	0.076107433	41.26065035	0	0	Gm15710
ENSMUSG00000084319	10853.84264	3.772319467	0.06203711	60.8074662	0	0	Tpt1-ps3
ENSMUSG00000085442	6707.92345	3.734671377	0.065111137	57.35841125	0	0	Gm3362
ENSMUSG00000085893	6030.850621	4.550970379	0.070147593	64.87707132	0	0	Gm12091
ENSMUSG00000090544	9543.018263	4.765804081	0.066693363	71.4584456	0	0	Gm6576
ENSMUSG00000090733	13240.16283	3.790670835	0.067246174	56.37005923	0	0	Rps27
ENSMUSG00000090862	5608.780475	2.335869953	0.060736808	38.45888559	0	0	Rps13
ENSMUSG00000091449	3194.033562	3.347477252	0.07921195	42.25975042	0	0	Gm10269
ENSMUSG00000091460	5119.068504	3.982884275	0.072633558	54.83531838	0	0	Gm7808
ENSMUSG00000091957	16044.52766	4.689000787	0.05524266	84.88006841	0	0	Rps2-ps10
ENSMUSG00000093674	52788.12628	3.725313055	0.052774686	70.58901424	0	0	Rpl41
ENSMUSG00000094122	11201.70516	3.650561727	0.064714217	56.41050603	0	0	Rpl31-ps9
ENSMUSG00000094191	2049.871479	3.667872265	0.08646412	42.42074362	0	0	Rpl31-ps14
ENSMUSG00000094403	1465.845879	4.090501373	0.107261415	38.13581418	0	0	Mir692-2
ENSMUSG00000094664	4387.972876	3.214660303	0.08273682	38.85404725	0	0	Rpl35a-ps6
ENSMUSG00000094910	11371.38011	2.536598241	0.066756904	37.99754159	0	0	D430019H16Rik
ENSMUSG00000094989	2641.511597	3.2657317	0.08526722	38.29996693	0	0	Rpl9-ps4
ENSMUSG00000095427	13242.14469	4.518228409	0.063507663	71.14461827	0	0	Rps2-ps6
ENSMUSG00000095526	4750.007683	3.213646576	0.077856098	41.27674856	0	0	Gm10243
ENSMUSG00000095597	6835.26501	3.294221929	0.076967753	42.80002752	0	0	Gm6472
ENSMUSG00000096699	3211.217373	3.577766757	0.091993444	38.89154067	0	0	Rps19-ps4
ENSMUSG00000096842	5650.549037	3.602707688	0.083055358	43.3771856	0	0	Gm10736
ENSMUSG00000096942	3966.216632	3.512374611	0.084681336	41.47755333	0	0	Rps19-ps6
ENSMUSG00000097451	27646.82285	2.139996908	0.048847366	43.80987296	0	0	Rian
ENSMUSG00000099471	4604.220998	3.383501579	0.064739154	52.26360527	0	0	Gm8451
ENSMUSG00000099696	2614.430984	5.879806698	0.105756548	55.59756633	0	0	2900052N01Rik
ENSMUSG00000100755	6855.755944	3.299090439	0.068170815	48.39446932	0	0	Rps23-ps1
ENSMUSG00000100862	843083.6786	5.00306997	0.07560683	66.17219554	0	0	Gm10925
ENSMUSG00000100922	13751.01536	4.721381162	0.060970753	77.43681954	0	0	Gm8520
ENSMUSG00000101111	654822.8334	4.23733059	0.054990387	77.05584218	0	0	Gm28437
ENSMUSG00000101249	700875.4112	4.490854735	0.053594184	83.7936959	0	0	Gm29216
ENSMUSG00000101939	48674.13805	4.31136871	0.075037871	57.45590379	0	0	Gm28438
ENSMUSG00000102070	749852.3127	4.696102056	0.073669037	63.74594088	0	0	Gm28661
ENSMUSG00000107035	5911.287556	3.955852903	0.088892562	44.5015061	0	0	Ybx1-ps2
ENSMUSG00000107176	3292.169576	3.194575634	0.076881296	41.55205214	0	0	Gm9794
ENSMUSG00000108437	3734.286471	3.852342223	0.10166452	37.89269069	0	0	Gm19366
ENSMUSG00000109610	13879.31094	4.72349384	0.061774982	76.46289283	0	0	Gm7432
ENSMUSG00000110686	16185.72673	4.690300883	0.057608561	81.41673432	0	0	Gm45855
ENSMUSG00000112673	1914.785964	3.788386787	0.086295223	43.90030719	0	0	Gm7413
ENSMUSG00000113948	3700.971166	3.227726725	0.075398086	42.80913331	0	0	Rpl17-ps3
ENSMUSG00000114184	20639.91732	4.666033286	0.056259559	82.93760904	0	0	Gm7143
ENSMUSG00000116648	2471.204997	3.761223399	0.078500707	47.91324225	0	0	Rpl31-ps12
ENSMUSG00000116825	7094.73267	4.50566147	0.064864521	69.46264928	0	0	Rps2-ps7
ENSMUSG00000116972	5234.930782	3.823152861	0.069308482	55.16139927	0	0	Gm6278
ENSMUSG00000117438	14065.509	4.421621311	0.057180658	77.32722034	0	0	AC122453.1
ENSMUSG00000118161	2385.168187	4.572563871	0.111911164	40.85887143	0	0	AC090881.3
ENSMUSG00000062456	2695.47967	3.22123164	0.086013718	37.45020797	5.96E-307	4.60E-305	Rpl9-ps6
ENSMUSG00000027254	34331.84947	2.069165995	0.055306844	37.41247626	2.45E-306	1.88E-304	Map1a
ENSMUSG00000097803	1604.43604	3.711054521	0.099547691	37.27916223	3.57E-304	2.73E-302	Rpl31-ps16
ENSMUSG00000050299	3772.192211	2.938032408	0.078855948	37.25822212	7.80E-304	5.95E-302	Gm9843
ENSMUSG00000062661	11078.28849	2.314186662	0.062198072	37.20672663	5.31E-303	4.04E-301	Ncs1
ENSMUSG00000001289	4813.328796	2.586091472	0.06950962	37.20479928	5.71E-303	4.32E-301	Pfdn5
ENSMUSG00000030678	8037.805116	2.241742798	0.060270444	37.19472846	8.30E-303	6.27E-301	Maz
ENSMUSG00000085791	3221.506809	3.206212738	0.086415505	37.10228547	2.58E-301	1.94E-299	Rpl30-ps9
ENSMUSG00000032399	18962.81574	2.330910807	0.062890207	37.06317575	1.10E-300	8.26E-299	Rpl4
ENSMUSG00000073616	3746.038798	2.740550732	0.074013555	37.0276868	4.11E-300	3.07E-298	Cops9
ENSMUSG00000083411	3207.771774	3.202003427	0.086571851	36.98665769	1.88E-299	1.40E-297	Rpl30-ps10
ENSMUSG00000117804	3754.235309	3.313031911	0.089778911	36.90211734	4.27E-298	3.17E-296	AC121967.1
ENSMUSG00000022390	15620.91599	2.420601343	0.065702075	36.84208377	3.92E-297	2.89E-295	Zc3h7b
ENSMUSG00000024238	2058.307528	3.039917806	0.082592975	36.80600908	1.48E-296	1.09E-294	Zeb1
ENSMUSG00000079523	24198.56835	1.872143089	0.050921832	36.76503803	6.69E-296	4.91E-294	Tmsb10
ENSMUSG00000031065	12283.36632	2.219695219	0.060444134	36.72308772	3.13E-295	2.29E-293	Cdk16
ENSMUSG00000109509	1402.511787	4.126077274	0.112481658	36.68222304	1.40E-294	1.02E-292	Rps12-ps4
