gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	geneName
ENSMUSG00000057841	11482.14245	-1.983597426	0.059519449	-33.32687821	1.58E-243	1.51E-240	Rpl32
ENSMUSG00000012848	7096.567418	-1.993746927	0.059922234	-33.27223968	9.74E-243	8.87E-240	Rps5
ENSMUSG00000008668	8428.779685	-2.192728527	0.066719311	-32.86497536	6.96E-237	6.05E-234	Rps18
ENSMUSG00000062151	4143.647603	-2.399766026	0.073389981	-32.69882339	1.62E-234	1.35E-231	Unc13c
ENSMUSG00000058443	2444.302563	-3.031996926	0.093786669	-32.32865563	2.77E-229	2.21E-226	Rpl10-ps3
ENSMUSG00000045128	8263.258164	-2.173899395	0.067868282	-32.03115403	4.02E-225	3.07E-222	Rpl18a
ENSMUSG00000037563	7347.739421	-2.327845198	0.07274003	-32.00225798	1.01E-224	7.46E-222	Rps16
ENSMUSG00000058558	7189.530158	-1.99086957	0.062787716	-31.7079468	1.21E-220	8.55E-218	Rpl5
ENSMUSG00000060036	7159.170554	-2.452988577	0.077554277	-31.62931399	1.46E-219	9.97E-217	Rpl3
ENSMUSG00000032399	9808.956198	-2.352632864	0.074506962	-31.57601392	7.88E-219	5.20E-216	Rpl4
ENSMUSG00000061477	11527.61343	-2.152897744	0.068342565	-31.501565	8.27E-218	5.27E-215	Rps7
ENSMUSG00000034336	1578.138336	-3.695543426	0.118288794	-31.24170361	2.89E-214	1.79E-211	Ina
ENSMUSG00000041453	13947.70949	-1.900738157	0.061095093	-31.11114253	1.70E-212	1.02E-209	Rpl21
ENSMUSG00000080859	1833.622551	-3.140341223	0.101608806	-30.90619148	9.86E-210	5.72E-207	Rpl10-ps1
ENSMUSG00000003970	4110.961456	-2.405730503	0.077891476	-30.88567102	1.86E-209	1.05E-206	Rpl8
ENSMUSG00000110679	1721.304666	-3.137958099	0.102131687	-30.72462816	2.67E-207	1.46E-204	Rpl10-ps5
ENSMUSG00000029471	3504.735561	-2.486821819	0.081276093	-30.59721183	1.33E-205	7.08E-203	Camkk2
ENSMUSG00000025967	7756.462379	-1.973007318	0.065215756	-30.25353753	4.69E-201	2.42E-198	Eef1b2
ENSMUSG00000059070	3548.324113	-2.432029576	0.081817523	-29.7250454	3.65E-194	1.83E-191	Rpl18
ENSMUSG00000080885	2188.103107	-3.030624069	0.102275588	-29.63193979	5.80E-193	2.84E-190	Rpl10-ps6
ENSMUSG00000063457	13886.71151	-1.811931929	0.061273798	-29.57107252	3.52E-192	1.68E-189	Rps15
ENSMUSG00000028234	11409.25517	-1.731753533	0.058670415	-29.5166401	1.76E-191	8.21E-189	Rps20
ENSMUSG00000030432	5394.79203	-2.44393472	0.083745164	-29.18299533	3.19E-187	1.45E-184	Rpl28
ENSMUSG00000052889	3472.137745	-2.703213143	0.093328756	-28.96441854	1.85E-184	8.22E-182	Prkcb
ENSMUSG00000117875	3459.914402	-2.316493996	0.079995089	-28.95795272	2.23E-184	9.69E-182	AC124512.1
ENSMUSG00000100755	3848.146929	-2.377852352	0.083376283	-28.51952928	6.71E-179	2.85E-176	Rps23-ps1
ENSMUSG00000003429	5937.13614	-2.092976634	0.073591647	-28.44041022	6.40E-178	2.66E-175	Rps11
ENSMUSG00000037331	954.6026709	-4.254268585	0.151454258	-28.0894618	1.32E-173	5.36E-171	Larp1
ENSMUSG00000085442	4016.149594	-2.050909707	0.073435146	-27.9281764	1.21E-171	4.84E-169	Gm3362
ENSMUSG00000117822	3896.826618	-2.454239889	0.087898702	-27.92123028	1.47E-171	5.75E-169	AC133509.1
ENSMUSG00000113625	1718.33447	-2.946619052	0.105785066	-27.85477348	9.43E-171	3.61E-168	Gm3379
ENSMUSG00000062353	4971.516399	-2.183293719	0.078503013	-27.81159125	3.14E-170	1.18E-167	Gm15772
ENSMUSG00000000740	7546.853137	-2.093835347	0.076289224	-27.44601721	7.75E-166	2.85E-163	Rpl13
ENSMUSG00000047675	7815.979383	-1.817124413	0.066448956	-27.3461695	1.20E-164	4.33E-162	Rps8
ENSMUSG00000060419	4053.900048	-2.317270795	0.085974757	-26.95292041	5.27E-160	1.87E-157	Rps16-ps2
ENSMUSG00000057036	6643.808638	-1.674341674	0.062155272	-26.93804776	7.88E-160	2.74E-157	Gm7536
ENSMUSG00000028081	8050.064184	-2.323691361	0.086511324	-26.85996749	6.45E-159	2.20E-156	Rps3a1
ENSMUSG00000003863	9253.082077	-1.702392133	0.063466565	-26.82344843	1.72E-158	5.78E-156	Ppfia3
ENSMUSG00000025794	5163.631091	-2.030797163	0.075741976	-26.81204368	2.34E-158	7.71E-156	Rpl14
ENSMUSG00000073702	16719.68929	-1.451737234	0.054299563	-26.73570728	1.81E-157	5.87E-155	Rpl31
ENSMUSG00000060636	5637.929671	-1.907768704	0.071546723	-26.66465528	1.21E-156	3.86E-154	Rpl35a
ENSMUSG00000042834	7368.38687	-1.549164224	0.058127567	-26.65111066	1.74E-156	5.45E-154	Nrep
ENSMUSG00000071415	11009.1303	-1.65003307	0.062030413	-26.60038829	6.72E-156	2.07E-153	Rpl23
ENSMUSG00000061983	13046.08852	-1.387371288	0.052164156	-26.59625693	7.50E-156	2.28E-153	Rps12
ENSMUSG00000046364	8330.6805	-1.595708375	0.060260745	-26.48006403	1.64E-154	4.92E-152	Rpl27a
ENSMUSG00000012405	4923.553872	-2.256203324	0.085315607	-26.44537632	4.12E-154	1.21E-151	Rpl15
ENSMUSG00000079435	4881.038378	-1.805179865	0.068261549	-26.44504677	4.16E-154	1.21E-151	Rpl36a
ENSMUSG00000107383	2443.376023	-2.410050274	0.091227937	-26.41789725	8.54E-154	2.44E-151	Gm4366
ENSMUSG00000113948	2061.460403	-2.404494061	0.091099408	-26.3941787	1.60E-153	4.50E-151	Rpl17-ps3
ENSMUSG00000008683	4328.184415	-1.976123418	0.075197108	-26.27924747	3.31E-152	9.18E-150	Rps15a
ENSMUSG00000028495	6107.740226	-1.77541164	0.067642729	-26.24689569	7.76E-152	2.12E-149	Rps6
ENSMUSG00000020460	6967.065631	-1.766738346	0.067943711	-26.00297086	4.58E-149	1.23E-146	Rps27a
ENSMUSG00000078377	2729.876967	-2.559209766	0.098706412	-25.92749246	3.26E-148	8.67E-146	Gm4294
ENSMUSG00000031393	2484.191589	-2.756393303	0.106767543	-25.81677181	5.75E-147	1.51E-144	Mecp2
ENSMUSG00000066902	2469.977731	-2.405014183	0.093495167	-25.72340643	6.40E-146	1.65E-143	Rps23-ps2
ENSMUSG00000086583	3852.02243	-2.006873992	0.078116072	-25.69092316	1.48E-145	3.77E-143	Gm15500
ENSMUSG00000061167	3261.115523	-2.563600783	0.100432775	-25.52553965	1.03E-143	2.58E-141	Rpl15-ps3
ENSMUSG00000044424	3469.49938	-2.161410355	0.084713297	-25.51441666	1.36E-143	3.39E-141	Gm9493
ENSMUSG00000043716	5684.53815	-1.922103124	0.075378355	-25.49940407	2.00E-143	4.91E-141	Rpl7
ENSMUSG00000040952	9024.301013	-1.57030262	0.061689591	-25.45490403	6.23E-143	1.51E-140	Rps19
ENSMUSG00000061787	8556.789936	-1.698164419	0.067155356	-25.28710311	4.43E-141	1.06E-138	Rps17
ENSMUSG00000081855	2067.771536	-2.405788935	0.095190078	-25.27352629	6.25E-141	1.47E-138	Rpl17-ps5
ENSMUSG00000067870	7667.392519	-1.46565491	0.058218422	-25.17510521	7.51E-140	1.75E-137	Rpl31-ps8
ENSMUSG00000071532	6214.558427	-2.11890926	0.084430853	-25.0963858	5.45E-139	1.26E-136	Gm10335
ENSMUSG00000084106	1581.567766	-2.54799199	0.102234558	-24.92300093	4.19E-137	9.54E-135	Gm6136
ENSMUSG00000116835	2978.507511	-2.541273212	0.102736189	-24.73591077	4.40E-135	9.89E-133	Gm49594
ENSMUSG00000063556	6196.738316	-2.098346369	0.085104429	-24.65613595	3.16E-134	7.03E-132	Gm10132
ENSMUSG00000020181	4212.288944	-1.875509256	0.076255284	-24.59513815	1.42E-133	3.13E-131	Nav3
ENSMUSG00000023944	9202.895866	-1.630864686	0.06638194	-24.56789729	2.78E-133	6.05E-131	Hsp90ab1
ENSMUSG00000025290	19099.85049	-1.528878183	0.062490776	-24.46566175	3.43E-132	7.37E-130	Rps24
ENSMUSG00000094122	7343.352206	-1.454269954	0.059631073	-24.3877877	2.30E-131	4.90E-129	Rpl31-ps9
ENSMUSG00000047215	14365.27707	-1.350057853	0.055826064	-24.18328916	3.34E-129	7.01E-127	Rpl9
ENSMUSG00000039976	17260.02649	1.555119787	0.064470122	24.12155806	1.49E-128	3.09E-126	Tbc1d16
ENSMUSG00000062006	4464.007762	-1.92810228	0.080375439	-23.98869985	3.65E-127	7.50E-125	Rpl34
ENSMUSG00000081453	2818.104185	-2.593297904	0.108292236	-23.94721922	9.88E-127	2.01E-124	Gm6767
ENSMUSG00000066315	4002.604808	-2.12463652	0.08876663	-23.93508156	1.32E-126	2.66E-124	Gm12918
ENSMUSG00000047139	2259.115481	-2.299265808	0.096127226	-23.91898636	1.94E-126	3.87E-124	Cd24a
ENSMUSG00000022265	1721.126559	-2.376246504	0.099781414	-23.81452033	2.36E-125	4.66E-123	Ank
ENSMUSG00000090862	3020.763183	-2.032791288	0.085506906	-23.77341661	6.29E-125	1.23E-122	Rps13
ENSMUSG00000084349	1765.32534	-2.566575159	0.108276595	-23.70387769	3.29E-124	6.35E-122	Rpl3-ps1
ENSMUSG00000046330	9053.236899	-1.347503004	0.057259172	-23.53340027	1.86E-122	3.55E-120	Rpl37a
ENSMUSG00000024393	4326.958074	-2.036819506	0.086672196	-23.50026421	4.05E-122	7.68E-120	Prrc2a
ENSMUSG00000090733	8699.212331	-1.479445529	0.063021908	-23.475099	7.33E-122	1.37E-119	Rps27
ENSMUSG00000062611	3742.649214	-2.364861886	0.100851951	-23.44884618	1.36E-121	2.52E-119	Rps3a2
ENSMUSG00000025728	1753.473236	-2.211561101	0.094504692	-23.40160106	4.12E-121	7.57E-119	Pigq
ENSMUSG00000063754	2896.295884	-2.118415228	0.090651765	-23.36871466	8.89E-121	1.62E-118	Gm10136
ENSMUSG00000057262	2343.973769	-2.511772848	0.107895621	-23.27965505	7.13E-120	1.29E-117	Gm10020
ENSMUSG00000081406	3584.733091	-1.750305305	0.075816652	-23.08602751	6.40E-118	1.14E-115	Rps6-ps4
ENSMUSG00000042700	2508.74355	-2.140108889	0.093521997	-22.88348155	6.79E-116	1.20E-113	Sipa1l1
ENSMUSG00000098915	1404.992464	-2.471115657	0.108674389	-22.73871215	1.86E-114	3.26E-112	Rpl15-ps2
ENSMUSG00000095597	3936.262439	-2.160114055	0.096302019	-22.43062063	1.98E-111	3.44E-109	Gm6472
ENSMUSG00000005442	7744.952957	-1.420257996	0.064127715	-22.14733516	1.11E-108	1.91E-106	Cic
ENSMUSG00000084111	2082.862318	-2.207592788	0.099761092	-22.12879531	1.67E-108	2.85E-106	Gm15710
ENSMUSG00000062997	7647.940808	-1.534071679	0.069327165	-22.12800264	1.70E-108	2.88E-106	Rpl35
ENSMUSG00000022312	2392.990803	-1.968581702	0.089161096	-22.07893114	5.04E-108	8.45E-106	Eif3h
ENSMUSG00000006333	6040.555897	-1.624415967	0.074050219	-21.93668016	1.16E-106	1.93E-104	Rps9
ENSMUSG00000104802	1615.05965	-2.564590573	0.117106567	-21.89963081	2.62E-106	4.32E-104	Gm5869
ENSMUSG00000036698	7063.735281	1.444364051	0.06612079	21.84432544	8.80E-106	1.44E-103	Ago2
ENSMUSG00000062647	7369.751058	-1.494274665	0.068435838	-21.8346805	1.09E-105	1.76E-103	Rpl7a
ENSMUSG00000023050	925.3882802	-2.749357597	0.125953062	-21.82843	1.25E-105	2.00E-103	Map3k12
ENSMUSG00000063015	8457.858651	-1.471579203	0.067455025	-21.81570916	1.65E-105	2.62E-103	Ccni
ENSMUSG00000081214	2923.755333	-1.930208128	0.088822056	-21.73118038	1.04E-104	1.65E-102	Rpl35a-ps2
ENSMUSG00000083424	2809.218741	-1.919478683	0.088790088	-21.61816389	1.21E-103	1.90E-101	Rpl35a-ps4
ENSMUSG00000082193	1869.42656	-2.092110099	0.09701368	-21.56510397	3.82E-103	5.94E-101	Rpl5-ps1
ENSMUSG00000067575	2811.446054	-1.920896982	0.089193695	-21.53624178	7.13E-103	1.10E-100	Rpl35a-ps3
ENSMUSG00000058603	1309.511749	-2.614054521	0.121462239	-21.52154077	9.79E-103	1.50E-100	Rpl28-ps1
ENSMUSG00000095526	2810.342148	-1.921396526	0.08934319	-21.50579732	1.37E-102	2.09E-100	Gm10243
ENSMUSG00000032186	11510.62539	-1.237440687	0.05773924	-21.43153743	6.79E-102	1.02E-99	Tmod2
ENSMUSG00000053825	4638.751635	-1.720257712	0.08038897	-21.39917605	1.36E-101	2.03E-99	Ppfia2
ENSMUSG00000094664	2599.779883	-1.912311483	0.091252158	-20.95634255	1.64E-97	2.44E-95	Rpl35a-ps6
ENSMUSG00000081051	2785.696168	-2.206806412	0.105462479	-20.92503837	3.17E-97	4.66E-95	Gm15427
ENSMUSG00000009927	6280.314382	-1.383830908	0.066384154	-20.84580172	1.66E-96	2.43E-94	Rps25
ENSMUSG00000017404	6605.749163	-1.461774988	0.070329462	-20.78467457	5.96E-96	8.63E-94	Rpl19
ENSMUSG00000115457	789.5704156	-3.247204803	0.156501996	-20.74864779	1.26E-95	1.81E-93	Gm2387
ENSMUSG00000063316	3057.141913	-1.777418448	0.085766315	-20.72396888	2.11E-95	3.01E-93	Rpl27
ENSMUSG00000038274	5412.063713	-1.649228947	0.080164892	-20.57295785	4.80E-94	6.79E-92	Fau
ENSMUSG00000059291	5783.445746	-1.683516363	0.081972633	-20.53754155	9.95E-94	1.40E-91	Rpl11
ENSMUSG00000108366	1397.713493	-2.51377775	0.123120129	-20.41727682	1.17E-92	1.64E-90	Gm5586
ENSMUSG00000078193	5027.226973	-1.545326728	0.075892584	-20.36202545	3.63E-92	5.03E-90	Gm2000
ENSMUSG00000024248	4493.221958	-1.366929997	0.067709576	-20.18813391	1.24E-90	1.71E-88	Cox7a2l
ENSMUSG00000099471	2877.875141	-1.639704829	0.081766772	-20.05343714	1.88E-89	2.57E-87	Gm8451
ENSMUSG00000082035	1082.775002	-2.41878041	0.120980507	-19.99314161	6.32E-89	8.57E-87	Rpl17-ps8
ENSMUSG00000099764	2089.538304	-2.039167887	0.103470727	-19.70767917	1.85E-86	2.50E-84	Rps10-ps2
ENSMUSG00000066543	1000.663443	-2.431012845	0.123380604	-19.70336308	2.02E-86	2.70E-84	Rpl17-ps9
ENSMUSG00000106037	2432.751629	-1.772423744	0.090082086	-19.67565156	3.49E-86	4.63E-84	Gm4332
ENSMUSG00000059776	1901.014269	-2.111330386	0.107433064	-19.65251951	5.50E-86	7.26E-84	Rpl13-ps6
ENSMUSG00000022283	13360.68392	-1.169584639	0.059698523	-19.5915173	1.83E-85	2.39E-83	Pabpc1
ENSMUSG00000058600	4721.896157	-1.777552387	0.090764015	-19.58432956	2.10E-85	2.74E-83	Rpl30
ENSMUSG00000029472	4546.975872	-1.628638983	0.083540638	-19.49517053	1.21E-84	1.56E-82	Anapc5
ENSMUSG00000048758	10661.8014	-1.1911864	0.061138088	-19.48354014	1.51E-84	1.94E-82	Rpl29
ENSMUSG00000080848	2704.20427	-1.675909111	0.086670152	-19.33663528	2.64E-83	3.37E-81	Gm9385
ENSMUSG00000020823	1383.526821	-1.975550346	0.102321891	-19.30721111	4.67E-83	5.92E-81	Sec14l1
ENSMUSG00000061981	2514.408071	1.529946199	0.07959112	19.22257398	2.40E-82	3.01E-80	Flot2
ENSMUSG00000058905	1041.693115	-2.692628885	0.141053396	-19.0894297	3.09E-81	3.86E-79	Gm10051
ENSMUSG00000059835	1927.029809	-2.198572827	0.115943699	-18.96241751	3.49E-80	4.33E-78	Rpl13-ps3
ENSMUSG00000050822	1031.749193	-2.796179518	0.147645075	-18.93852209	5.49E-80	6.78E-78	Slc29a4
ENSMUSG00000067288	10573.20066	-1.248010545	0.066731865	-18.70186834	4.78E-78	5.86E-76	Rps28
ENSMUSG00000037805	4563.270419	-1.57768878	0.084543715	-18.66121904	1.02E-77	1.25E-75	Rpl10a
ENSMUSG00000112673	1099.749522	-2.413228383	0.129683902	-18.6085423	2.74E-77	3.32E-75	Gm7413
ENSMUSG00000078180	1973.334729	-1.946205828	0.104923027	-18.5488914	8.33E-77	1.00E-74	Gm20900
ENSMUSG00000047842	2956.650742	-1.52929506	0.083035076	-18.41745839	9.52E-76	1.14E-73	Diras2
ENSMUSG00000097987	1137.508036	-2.320091059	0.126397106	-18.35557099	2.98E-75	3.54E-73	Gm17786
ENSMUSG00000026991	5250.142419	-1.355613369	0.074709834	-18.14504596	1.41E-73	1.66E-71	Pkp4
ENSMUSG00000082609	885.7070334	-2.375951096	0.132906051	-17.87692192	1.78E-71	2.09E-69	Gm15464
ENSMUSG00000037012	3651.009635	-1.387976385	0.077865409	-17.82532702	4.49E-71	5.24E-69	Hk1
ENSMUSG00000072692	1197.762343	-2.380663349	0.133822573	-17.78969936	8.49E-71	9.85E-69	Rpl37rt
ENSMUSG00000062458	1765.963403	-2.432205031	0.136741272	-17.78691237	8.93E-71	1.03E-68	Gm8623
ENSMUSG00000016349	3784.441379	-1.293011476	0.073347598	-17.62854552	1.49E-69	1.70E-67	Eef1a2
ENSMUSG00000058230	4507.933967	-1.326403792	0.075692745	-17.52352609	9.48E-69	1.08E-66	Arhgap35
ENSMUSG00000033419	2845.849739	-1.59336359	0.091132105	-17.48410835	1.89E-68	2.14E-66	Snap91
ENSMUSG00000113061	1446.286353	-2.071374642	0.118633828	-17.46023608	2.88E-68	3.24E-66	Gm11361
ENSMUSG00000058655	1796.451468	-1.614186696	0.092672516	-17.41818146	6.01E-68	6.72E-66	Eif4b
ENSMUSG00000031029	1821.569732	-1.737471405	0.100002353	-17.37430528	1.29E-67	1.44E-65	Eif3f
ENSMUSG00000026123	3267.369563	-1.502974774	0.08678382	-17.31860591	3.41E-67	3.76E-65	Plekhb2
ENSMUSG00000082465	1676.533061	-1.745806278	0.102350759	-17.05709159	3.10E-65	3.40E-63	Rps6-ps3
ENSMUSG00000091086	928.7778651	-2.523642703	0.148068871	-17.04370868	3.89E-65	4.25E-63	Rpl6l
ENSMUSG00000066475	749.9868992	-2.342901063	0.137610998	-17.02553641	5.31E-65	5.77E-63	Gm10268
ENSMUSG00000036046	13280.50542	1.029464238	0.060559974	16.9990865	8.34E-65	9.01E-63	5031439G07Rik
ENSMUSG00000067344	1987.265852	-1.546024942	0.090949064	-16.99879997	8.38E-65	9.01E-63	Rps25-ps1
ENSMUSG00000081740	1301.38287	-2.081145524	0.123047882	-16.91329828	3.59E-64	3.84E-62	Gm14279
ENSMUSG00000117804	2189.578795	-2.072069193	0.123105139	-16.83170342	1.43E-63	1.52E-61	AC121967.1
ENSMUSG00000096942	2463.304325	-1.723714857	0.10241821	-16.83015994	1.47E-63	1.55E-61	Rps19-ps6
ENSMUSG00000117856	628.5585096	-2.482974145	0.147605247	-16.82172003	1.69E-63	1.78E-61	AL603804.1
ENSMUSG00000081992	1771.547896	-2.396799701	0.142815278	-16.78251613	3.28E-63	3.42E-61	Gm13408
ENSMUSG00000069117	1377.040498	-1.958900649	0.117395106	-16.68639104	1.65E-62	1.71E-60	Gm10260
ENSMUSG00000027500	18970.60447	-1.021340198	0.061254365	-16.67375368	2.03E-62	2.10E-60	Stmn2
ENSMUSG00000083061	1922.373686	-1.926988582	0.116219174	-16.58064261	9.62E-62	9.89E-60	Gm12191
ENSMUSG00000025362	6354.674611	-1.37501465	0.083019127	-16.56262483	1.30E-61	1.33E-59	Rps26
ENSMUSG00000057715	995.0722926	-2.03136053	0.122719677	-16.55285105	1.53E-61	1.55E-59	A830018L16Rik
ENSMUSG00000073640	1888.038993	-1.837954087	0.111278948	-16.51663791	2.78E-61	2.82E-59	Rpl27-ps3
ENSMUSG00000081604	1887.546374	-1.838348674	0.111392693	-16.50331473	3.47E-61	3.50E-59	Gm11518
ENSMUSG00000085791	1900.108273	-1.939894591	0.117945328	-16.44740507	8.75E-61	8.77E-59	Rpl30-ps9
ENSMUSG00000096699	1993.592565	-1.748726144	0.10650991	-16.4184361	1.41E-60	1.41E-58	Rps19-ps4
ENSMUSG00000067274	32618.34975	-0.86405075	0.052635961	-16.41559757	1.48E-60	1.47E-58	Rplp0
ENSMUSG00000066551	1095.939584	-2.02417705	0.123415725	-16.40128968	1.87E-60	1.85E-58	Hmgb1
ENSMUSG00000105408	1183.968758	-1.968391631	0.120065444	-16.39432266	2.10E-60	2.06E-58	Gm7285
ENSMUSG00000019841	1129.919252	-2.380220968	0.145193937	-16.39339089	2.13E-60	2.08E-58	Rev3l
ENSMUSG00000005871	218836.2339	-0.786354439	0.047996502	-16.38357823	2.51E-60	2.43E-58	Apc
ENSMUSG00000020657	2411.956251	-1.77249415	0.108448652	-16.34408654	4.79E-60	4.63E-58	Dnajc27
ENSMUSG00000112605	568.7964192	-2.967417494	0.182011987	-16.30341796	9.33E-60	8.97E-58	Gm7476
ENSMUSG00000093885	1283.651933	-1.758477785	0.107964248	-16.28759354	1.21E-59	1.16E-57	Rpl35a-ps5
ENSMUSG00000061848	921.0885756	-2.434451408	0.149523577	-16.28138825	1.34E-59	1.27E-57	Gm5805
ENSMUSG00000083411	1892.325109	-1.936759835	0.119019815	-16.2725831	1.55E-59	1.46E-57	Rpl30-ps10
ENSMUSG00000113555	2151.61325	-1.702735348	0.105037708	-16.21070553	4.24E-59	3.99E-57	Gm10095
ENSMUSG00000082926	1298.312022	-1.799854878	0.111801926	-16.09860344	2.61E-58	2.45E-56	Gm8172
ENSMUSG00000086968	1359.585568	-1.683604438	0.104897003	-16.05007185	5.71E-58	5.33E-56	4933431E20Rik
ENSMUSG00000081620	753.0099608	-2.244124454	0.140405903	-15.98312041	1.68E-57	1.56E-55	Gm14633
ENSMUSG00000055093	1951.43173	-1.571113752	0.098750092	-15.90999784	5.40E-57	4.99E-55	Gm8430
ENSMUSG00000081094	2044.303598	-1.5094243	0.095017694	-15.88571809	7.96E-57	7.32E-55	Rpl19-ps11
ENSMUSG00000024472	1463.564279	1.726039538	0.108762131	15.86985761	1.02E-56	9.38E-55	Dcp2
ENSMUSG00000084416	2943.232498	-1.592229406	0.100428347	-15.85438228	1.31E-56	1.19E-54	Rpl10a-ps1
ENSMUSG00000022594	881.7875202	-2.626256797	0.165943871	-15.82617534	2.05E-56	1.86E-54	Lynx1
ENSMUSG00000050299	2287.594275	-1.634064773	0.103800287	-15.74239166	7.75E-56	6.99E-54	Gm9843
ENSMUSG00000105879	882.3557483	-2.420487464	0.153960804	-15.72145252	1.08E-55	9.68E-54	Gm6204
ENSMUSG00000083483	1326.196876	-1.785326786	0.113986225	-15.66265385	2.72E-55	2.43E-53	Gm14044
ENSMUSG00000107176	2017.616571	-1.684688399	0.108225033	-15.56653161	1.23E-54	1.09E-52	Gm9794
ENSMUSG00000056413	4444.597002	-1.353821386	0.087127731	-15.53835234	1.91E-54	1.69E-52	Adap1
ENSMUSG00000068262	676.0272882	-2.371960804	0.152694065	-15.53407335	2.04E-54	1.80E-52	Gm5879
ENSMUSG00000001175	39310.02358	-0.875378891	0.056889206	-15.38743367	1.99E-53	1.74E-51	Calm1
ENSMUSG00000037972	1319.143504	-1.833745271	0.119314264	-15.3690365	2.64E-53	2.31E-51	Snn
ENSMUSG00000062461	1181.615363	-1.780369148	0.116141734	-15.32927995	4.87E-53	4.24E-51	Gm5453
ENSMUSG00000057657	1294.05217	-1.954189827	0.127604636	-15.31441084	6.13E-53	5.30E-51	Rps18-ps3
ENSMUSG00000072940	5036.275769	-1.200488184	0.078708995	-15.25223628	1.59E-52	1.37E-50	Gm10443
ENSMUSG00000046709	1734.265634	-1.517821021	0.099537034	-15.24880701	1.68E-52	1.44E-50	Mapk10
ENSMUSG00000116648	1615.742627	-1.49821666	0.098673889	-15.18351686	4.55E-52	3.88E-50	Rpl31-ps12
ENSMUSG00000083496	1361.155835	-1.753598424	0.11556238	-15.17447484	5.22E-52	4.44E-50	Gm11263
ENSMUSG00000083328	648.3333347	-2.236163631	0.147544958	-15.15581193	6.94E-52	5.87E-50	Gm11826
ENSMUSG00000008475	1763.898751	-1.470043936	0.097303834	-15.10776999	1.44E-51	1.21E-49	Arpc5
ENSMUSG00000030811	2155.35945	1.329721411	0.08833409	15.05332103	3.28E-51	2.75E-49	Fbxl19
ENSMUSG00000084284	459.0673256	-2.676409028	0.178114555	-15.02633534	4.94E-51	4.12E-49	Tpt1-ps6
ENSMUSG00000028530	1174.839725	-1.806198883	0.120474518	-14.99237272	8.24E-51	6.85E-49	Jak1
ENSMUSG00000020190	514.7554868	2.372344298	0.158707505	14.9479024	1.61E-50	1.33E-48	Mknk2
ENSMUSG00000037519	1422.556436	-1.547930344	0.104043239	-14.87776012	4.60E-50	3.79E-48	Ppfia1
ENSMUSG00000099492	548.897607	-2.49392684	0.167676244	-14.87346558	4.90E-50	4.02E-48	Gm5525
ENSMUSG00000068396	760.5775476	-2.015397785	0.135658947	-14.85635732	6.33E-50	5.17E-48	Rpl34-ps1
ENSMUSG00000114551	302.2171165	-3.37819008	0.227663187	-14.83854337	8.25E-50	6.72E-48	Gm6035
ENSMUSG00000022623	12424.55938	0.886062097	0.060083659	14.74713944	3.21E-49	2.60E-47	Shank3
ENSMUSG00000066357	6294.735985	1.166038803	0.079325869	14.69935113	6.51E-49	5.25E-47	Wdr6
ENSMUSG00000024269	800.5931178	-2.242020112	0.152559807	-14.69600781	6.84E-49	5.49E-47	Tpgs2
