gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	geneName
ENSMUSG00000060143	13083.31278	3.665669351	0.095444056	38.40647067	0	0	Gm10076
ENSMUSG00000061833	8804.069387	4.834725716	0.124552854	38.81665943	0	0	Gm6311
ENSMUSG00000061983	6184.694005	3.498921906	0.082322508	42.50261567	0	0	Rps12
ENSMUSG00000062382	27133.07275	4.321156489	0.095293178	45.3459163	0	0	Ftl1-ps1
ENSMUSG00000064337	532036.4242	6.868326542	0.085275351	80.5429289	0	0	mt-Rnr1
ENSMUSG00000064339	543411.3572	6.717263739	0.098948609	67.88638898	0	0	mt-Rnr2
ENSMUSG00000064341	311974.4177	4.377267173	0.112111655	39.04381891	0	0	mt-Nd1
ENSMUSG00000064345	224987.9739	4.640702992	0.10670963	43.48907396	0	0	mt-Nd2
ENSMUSG00000064351	1842952.214	4.790627331	0.124172115	38.58054056	0	0	mt-Co1
ENSMUSG00000064354	715303.5233	4.910542176	0.096208479	51.04063834	0	0	mt-Co2
ENSMUSG00000064357	599783.6013	5.03279485	0.128737244	39.09354208	0	0	mt-Atp6
ENSMUSG00000064358	631188.0252	4.435358299	0.105644237	41.98391153	0	0	mt-Co3
ENSMUSG00000064360	48964.89175	4.315701106	0.103503457	41.69620272	0	0	mt-Nd3
ENSMUSG00000064363	455590.1986	5.059242558	0.125685307	40.25325393	0	0	mt-Nd4
ENSMUSG00000064370	781148.3533	4.904944293	0.118060928	41.54587288	0	0	mt-Cytb
ENSMUSG00000065947	45099.91092	5.056701473	0.127293163	39.72484731	0	0	mt-Nd4l
ENSMUSG00000067274	19740.12816	3.577794832	0.090472436	39.54568925	0	0	Rplp0
ENSMUSG00000067736	45240.62365	5.059911825	0.127555896	39.66819242	0	0	Gm10222
ENSMUSG00000068604	5648.905525	4.794986964	0.076482151	62.6941962	0	0	Gm8225
ENSMUSG00000070348	5212.180255	5.138523098	0.091280003	56.29407218	0	0	Ccnd1
ENSMUSG00000074034	7681.345173	4.857437023	0.073681163	65.92508611	0	0	Gm5921
ENSMUSG00000074657	81101.42591	3.849784885	0.065990521	58.33845222	0	0	Kif5a
ENSMUSG00000081695	2401.578449	4.468751996	0.109463043	40.824299	0	0	Rpsa-ps5
ENSMUSG00000082062	12818.14003	4.272436134	0.072900502	58.60640228	0	0	Ftl2-ps
ENSMUSG00000082128	2182.343398	4.464542031	0.110965146	40.2337329	0	0	Gm11824
ENSMUSG00000082762	4876.969577	4.871835371	0.088274636	55.1895266	0	0	Gm12366
ENSMUSG00000082895	1879.03657	4.372406777	0.106684954	40.98428687	0	0	Rpsa-ps9
ENSMUSG00000083087	2904.728999	4.847846067	0.11844614	40.92869618	0	0	Gm11249
ENSMUSG00000083563	147745.676	4.792467521	0.109219404	43.87926826	0	0	Gm13340
ENSMUSG00000083863	90744.33733	5.019608057	0.126277627	39.75057319	0	0	Gm13341
ENSMUSG00000085893	3260.361539	4.855032456	0.097955008	49.56390216	0	0	Gm12091
ENSMUSG00000089715	13110.16225	2.557359626	0.063181657	40.47629868	0	0	Cbx6
ENSMUSG00000091957	9942.484542	4.837266017	0.120872744	40.01949379	0	0	Rps2-ps10
ENSMUSG00000093674	36176.72805	3.627537897	0.086465773	41.95345476	0	0	Rpl41
ENSMUSG00000095427	7689.329244	4.8549726	0.074883385	64.83377574	0	0	Rps2-ps6
ENSMUSG00000096847	9746.026621	3.381462225	0.084788279	39.88124638	0	0	Tmem151b
ENSMUSG00000099696	3226.617609	6.806768932	0.139548442	48.77710461	0	0	2900052N01Rik
ENSMUSG00000100862	767356.8983	5.062296285	0.128251109	39.47175451	0	0	Gm10925
ENSMUSG00000100922	8663.745121	4.839945867	0.125478427	38.57193603	0	0	Gm8520
ENSMUSG00000101111	632114.5302	4.435882007	0.105813394	41.92174379	0	0	Gm28437
ENSMUSG00000101249	662315.9083	4.854903771	0.122795161	39.53660503	0	0	Gm29216
ENSMUSG00000101939	48948.28025	4.315125777	0.103588281	41.6565053	0	0	Gm28438
ENSMUSG00000102070	715647.7452	4.910926667	0.09621334	51.04205561	0	0	Gm28661
ENSMUSG00000107035	3644.784253	3.896429815	0.102012064	38.19577488	0	0	Ybx1-ps2
ENSMUSG00000109610	8727.383253	4.834998459	0.124375695	38.87414214	0	0	Gm7432
ENSMUSG00000110686	10338.77467	4.858930692	0.122663341	39.61192194	0	0	Gm45855
ENSMUSG00000114184	12198.63187	4.849368366	0.098382108	49.29116153	0	0	Gm7143
ENSMUSG00000116825	4177.12144	4.787746725	0.091685361	52.21931479	0	0	Rps2-ps7
ENSMUSG00000117438	11253.06326	4.695280494	0.117107166	40.09387849	0	0	AC122453.1
ENSMUSG00000062151	1053.849268	6.198443535	0.166879001	37.14334034	5.62E-302	1.19E-299	Unc13c
ENSMUSG00000034156	9402.658673	3.667434871	0.099630342	36.81042122	1.26E-296	2.63E-294	Tspoap1
ENSMUSG00000025290	8853.99968	2.798616114	0.076261424	36.69766405	7.96E-295	1.65E-292	Rps24
ENSMUSG00000022390	14369.12526	2.713709099	0.074024239	36.65973661	3.20E-294	6.57E-292	Zc3h7b
ENSMUSG00000032330	8770.930535	3.221536806	0.088019286	36.60035134	2.82E-293	5.74E-291	Cox7a2
ENSMUSG00000059213	15864.18938	2.84995586	0.078714165	36.20639145	4.83E-287	9.72E-285	Ddn
ENSMUSG00000006476	24286.33608	3.0003771	0.083364242	35.99117586	1.15E-283	2.29E-281	Nsmf
ENSMUSG00000066487	9386.713352	4.83194199	0.134633182	35.88968139	4.43E-282	8.74E-280	Gm5786
ENSMUSG00000022186	25712.24352	2.229276077	0.062122432	35.885203	5.20E-282	1.02E-279	Oxct1
ENSMUSG00000021448	3671.045325	2.751374801	0.077578737	35.46557863	1.67E-275	3.24E-273	Shc3
ENSMUSG00000026932	2851.13449	3.389204023	0.095730164	35.40372116	1.50E-274	2.88E-272	Nacc2
ENSMUSG00000118161	1445.456701	4.885275985	0.138039233	35.39048919	2.39E-274	4.55E-272	AC090881.3
ENSMUSG00000020932	7296.665379	4.286550652	0.121243167	35.35498746	8.40E-274	1.59E-271	Gfap
ENSMUSG00000042066	14586.60604	3.606167533	0.10203988	35.34076614	1.39E-273	2.60E-271	Tmcc2
ENSMUSG00000080746	6834.537253	4.728060827	0.134228242	35.22403887	8.57E-272	1.59E-269	Rpsa-ps12
ENSMUSG00000024524	18989.1414	2.938987864	0.083824122	35.06136177	2.62E-269	4.81E-267	Gnal
ENSMUSG00000094910	16961.42765	2.624055732	0.075412839	34.79587517	2.81E-265	5.12E-263	D430019H16Rik
ENSMUSG00000061603	10841.16183	3.353172734	0.09779866	34.28648961	1.25E-257	2.25E-255	Akap6
ENSMUSG00000081684	1205.850648	4.844236098	0.141456607	34.24538594	5.11E-257	9.15E-255	Rps2-ps13
ENSMUSG00000035885	16396.03916	3.955660024	0.11572814	34.18062394	4.69E-256	8.33E-254	Cox8a
ENSMUSG00000072789	6262.157857	4.836458293	0.141542532	34.16964661	6.83E-256	1.20E-253	Gm10420
ENSMUSG00000032224	11766.31044	2.197940973	0.064592606	34.02774857	8.66E-254	1.51E-251	Fam81a
ENSMUSG00000067288	5433.382871	3.306156083	0.09722857	34.00395662	1.95E-253	3.37E-251	Rps28
ENSMUSG00000073557	9265.12668	2.284676366	0.067660763	33.76663597	6.09E-250	1.05E-247	Ppp1r12b
ENSMUSG00000090544	6037.179378	4.841999525	0.143399443	33.76581822	6.26E-250	1.07E-247	Gm6576
ENSMUSG00000038065	14042.40545	2.353168432	0.06973584	33.74403217	1.31E-249	2.21E-247	Mturn
ENSMUSG00000022283	7423.876208	2.771384339	0.082310666	33.6698083	1.60E-248	2.68E-246	Pabpc1
ENSMUSG00000091537	5293.5028	2.6592867	0.079349096	33.5137618	3.04E-246	5.06E-244	Tma7
ENSMUSG00000073702	7982.773409	2.916841116	0.087088089	33.49299711	6.10E-246	1.01E-243	Rpl31
ENSMUSG00000068240	7791.822904	3.624825537	0.108260543	33.48242529	8.69E-246	1.42E-243	Gm11808
ENSMUSG00000067889	55616.14201	2.767699788	0.083263703	33.24017165	2.83E-242	4.60E-240	Sptbn2
ENSMUSG00000084333	1009.243393	4.937934959	0.148633045	33.22232244	5.13E-242	8.27E-240	Gm11599
ENSMUSG00000030035	2207.686255	3.160617923	0.095250921	33.18201945	1.96E-241	3.13E-239	Wbp1
ENSMUSG00000029632	13098.33891	2.90042573	0.087473575	33.15773631	4.38E-241	6.96E-239	Ndufa4
ENSMUSG00000046447	9746.047934	2.720347968	0.082084592	33.14078686	7.69E-241	1.21E-238	Camk2n1
ENSMUSG00000018474	22225.07065	2.153803738	0.065220872	33.02322812	3.77E-239	5.90E-237	Chd3
ENSMUSG00000020422	1307.554304	3.895318555	0.118844434	32.7766174	1.27E-235	1.97E-233	Tns3
ENSMUSG00000028234	4621.782584	3.165368295	0.097099102	32.59935702	4.19E-233	6.42E-231	Rps20
ENSMUSG00000038738	12977.646	3.000901669	0.092054107	32.59932417	4.19E-233	6.42E-231	Shank1
ENSMUSG00000082884	8795.484763	4.600829363	0.141223059	32.57845714	8.28E-233	1.26E-230	Gm13339
ENSMUSG00000066491	1698.911888	3.563669903	0.109899197	32.42671477	1.15E-230	1.74E-228	Cox6c2
ENSMUSG00000038690	6478.841735	2.978958113	0.091929007	32.40498518	2.33E-230	3.50E-228	Atp5j2
ENSMUSG00000076031	1233.250205	4.14832542	0.128674674	32.23886493	5.04E-228	7.40E-226	Gm22751
ENSMUSG00000076038	1233.250205	4.14832542	0.128674674	32.23886493	5.04E-228	7.40E-226	Gm22774
ENSMUSG00000094403	1233.250205	4.14832542	0.128674674	32.23886493	5.04E-228	7.40E-226	Mir692-2
ENSMUSG00000022354	3738.058084	3.448419306	0.107754764	32.00247644	1.01E-224	1.47E-222	Ndufb9
ENSMUSG00000033545	6945.978477	2.214873276	0.069495687	31.87065809	6.81E-223	9.86E-221	Znrf1
ENSMUSG00000041453	5624.802564	2.236433514	0.070224588	31.84687289	1.45E-222	2.09E-220	Rpl21
ENSMUSG00000055538	1168.665981	5.109831892	0.160977999	31.74242405	4.04E-221	5.77E-219	Zcchc24
ENSMUSG00000084786	3970.391753	2.513790956	0.079620821	31.57203021	8.94E-219	1.27E-216	Ubl5
ENSMUSG00000035674	3914.025218	3.0676548	0.097190917	31.56318402	1.18E-218	1.67E-216	Ndufa3
ENSMUSG00000036046	16806.81049	2.341492367	0.074187216	31.56193877	1.23E-218	1.72E-216	5031439G07Rik
ENSMUSG00000022568	2227.715403	3.645998661	0.115702611	31.51180966	5.99E-218	8.32E-216	Scrib
ENSMUSG00000037754	3081.853967	3.041832183	0.096861832	31.40382652	1.79E-216	2.48E-214	Ppp1r16b
ENSMUSG00000017778	7127.506956	3.245123477	0.104332654	31.10362251	2.15E-212	2.95E-210	Cox7c
ENSMUSG00000022477	20087.56215	2.559227695	0.082600219	30.98330408	9.05E-211	1.23E-208	Aco2
ENSMUSG00000031231	5765.726541	2.742413412	0.088582447	30.95888084	1.93E-210	2.61E-208	Cox7b
ENSMUSG00000116972	2425.158422	3.585409456	0.115869415	30.94353625	3.10E-210	4.18E-208	Gm6278
ENSMUSG00000062098	4197.548285	3.028707136	0.097954212	30.91962121	6.51E-210	8.71E-208	Btbd3
ENSMUSG00000057841	4136.640941	2.906350995	0.094370715	30.79717056	2.86E-208	3.80E-206	Rpl32
ENSMUSG00000058546	4565.650948	2.787714494	0.091184937	30.57209429	2.88E-205	3.80E-203	Rpl23a
ENSMUSG00000071415	5003.695236	2.361858454	0.077733827	30.38392106	8.96E-203	1.18E-200	Rpl23
ENSMUSG00000063457	5647.056464	2.601496026	0.086142402	30.19994752	2.37E-200	3.10E-198	Rps15
ENSMUSG00000063077	32451.24078	2.411406022	0.080509666	29.95175787	4.17E-197	5.41E-195	Kif1b
ENSMUSG00000047215	7594.595086	2.384550106	0.079720647	29.91132416	1.40E-196	1.81E-194	Rpl9
ENSMUSG00000053110	874.7293285	4.088032205	0.13678313	29.88696194	2.91E-196	3.72E-194	Yap1
ENSMUSG00000035781	14902.1404	2.841903505	0.095123595	29.87590524	4.05E-196	5.15E-194	R3hdm4
ENSMUSG00000029120	16386.89247	1.834484854	0.06145474	29.85099045	8.52E-196	1.08E-193	Ppp2r2c
ENSMUSG00000020431	28367.58631	2.39678323	0.080365244	29.82362919	1.93E-195	2.43E-193	Adcy1
ENSMUSG00000069833	1064.673772	5.093046704	0.171411555	29.7123884	5.31E-194	6.64E-192	Ahnak
ENSMUSG00000029364	10525.58153	2.172022374	0.073181717	29.67984978	1.40E-193	1.74E-191	Wsb2
ENSMUSG00000035929	2245.368293	4.888130119	0.165163222	29.59575414	1.69E-192	2.09E-190	H2-Q4
ENSMUSG00000006740	12597.40027	4.27623038	0.144603325	29.57214422	3.41E-192	4.19E-190	Kif5b
ENSMUSG00000022840	8167.948292	2.353561284	0.079767399	29.50530292	2.46E-191	3.01E-189	Adcy5
ENSMUSG00000048978	3543.435676	2.422353054	0.08219613	29.47040258	6.90E-191	8.38E-189	Nrsn1
ENSMUSG00000008855	5220.111202	2.752460457	0.093642839	29.39317624	6.71E-190	8.11E-188	Hdac5
ENSMUSG00000042523	4566.62572	2.189836942	0.074555248	29.37200278	1.25E-189	1.50E-187	Dnal1
ENSMUSG00000078126	1799.665864	2.782756849	0.095266275	29.21030395	1.43E-187	1.71E-185	Rpl23a-ps3
ENSMUSG00000004187	13106.90149	2.61696119	0.089673701	29.18315147	3.17E-187	3.77E-185	Kifc2
ENSMUSG00000021290	4926.036766	3.051274361	0.104911743	29.08420245	5.69E-186	6.72E-184	Atp5mpl
ENSMUSG00000058886	6747.940506	2.396613129	0.082519855	29.04286646	1.89E-185	2.22E-183	Deaf1
ENSMUSG00000071528	6458.796101	2.8962874	0.099815889	29.0162962	4.10E-185	4.79E-183	Usmg5
ENSMUSG00000084830	1926.420711	2.920182427	0.100931251	28.93239109	4.67E-184	5.43E-182	Gm14539
ENSMUSG00000102117	835.9664086	4.417172141	0.152878486	28.89335355	1.45E-183	1.67E-181	Rpsa-ps1
ENSMUSG00000074923	10445.24757	2.271916333	0.078646682	28.88763097	1.71E-183	1.96E-181	Pak6
ENSMUSG00000021972	2157.151237	2.564005935	0.088845674	28.85909726	3.90E-183	4.45E-181	Hmbox1
ENSMUSG00000072940	2636.358082	3.38306989	0.117264901	28.84980821	5.10E-183	5.79E-181	Gm10443
ENSMUSG00000025867	29744.89193	1.993086163	0.069102824	28.84232569	6.32E-183	7.15E-181	Cplx2
ENSMUSG00000035847	22613.44865	2.438582278	0.08480191	28.75621885	7.57E-182	8.51E-180	Ids
ENSMUSG00000030678	8046.332135	2.54673381	0.088740402	28.69869594	3.96E-181	4.43E-179	Maz
ENSMUSG00000084319	1775.085144	2.948559519	0.102769568	28.690979	4.94E-181	5.50E-179	Tpt1-ps3
ENSMUSG00000024335	8645.124855	2.227300539	0.077962616	28.56882759	1.64E-179	1.81E-177	Brd2
ENSMUSG00000006435	2904.872891	3.279439721	0.115536073	28.38455243	3.14E-177	3.45E-175	Neurl1a
ENSMUSG00000046330	4651.459992	2.676849139	0.09435172	28.37096276	4.62E-177	5.05E-175	Rpl37a
ENSMUSG00000026811	4608.436525	2.44832164	0.086626905	28.26283167	9.90E-176	1.08E-173	St6galnac6
ENSMUSG00000038437	2495.280312	3.466502448	0.122919564	28.20138906	5.62E-175	6.09E-173	Mllt6
ENSMUSG00000097451	17545.41988	2.023671196	0.072069985	28.07925083	1.76E-173	1.89E-171	Rian
ENSMUSG00000037126	22263.65059	2.70607628	0.096593114	28.01520917	1.06E-172	1.14E-170	Psd
ENSMUSG00000030401	4325.811333	2.240564144	0.0799813	28.01360012	1.11E-172	1.18E-170	Rtn2
ENSMUSG00000091460	2687.842435	3.565242695	0.127824164	27.89177397	3.36E-171	3.57E-169	Gm7808
ENSMUSG00000035203	11453.19316	2.389059436	0.085713941	27.87247229	5.75E-171	6.08E-169	Epn1
ENSMUSG00000094122	3503.821268	2.910466539	0.104976627	27.7249006	3.50E-169	3.68E-167	Rpl31-ps9
ENSMUSG00000081485	3281.119012	3.347571459	0.12087045	27.69553236	7.90E-169	8.27E-167	Gm12338
ENSMUSG00000040797	3683.361009	2.563728817	0.092637888	27.67473289	1.41E-168	1.46E-166	Iqsec3
ENSMUSG00000054452	9441.751903	2.098238859	0.076119365	27.56511262	2.92E-167	3.02E-165	Aes
ENSMUSG00000059461	3083.330163	3.671849311	0.133298112	27.54614636	4.92E-167	5.07E-165	Gm7331
ENSMUSG00000046329	10651.79206	2.141722512	0.077791732	27.53149294	7.37E-167	7.56E-165	Slc25a23
ENSMUSG00000038976	14431.56582	2.185909195	0.079648383	27.44448942	8.08E-166	8.25E-164	Ppp1r9b
ENSMUSG00000031818	14976.4793	2.901745568	0.105805978	27.42515708	1.37E-165	1.40E-163	Cox4i1
ENSMUSG00000061518	7218.94101	3.049299102	0.111200223	27.42169956	1.51E-165	1.53E-163	Cox5b
ENSMUSG00000002274	1547.32634	3.990636939	0.145985549	27.33583544	1.59E-164	1.60E-162	Metrn
ENSMUSG00000067719	5533.473782	2.470647875	0.090553794	27.28375886	6.61E-164	6.62E-162	Gm10221
ENSMUSG00000033577	1491.487854	3.963246413	0.145387373	27.25990802	1.27E-163	1.26E-161	Myo6
ENSMUSG00000015944	5836.013504	2.317660842	0.085141321	27.22133982	3.63E-163	3.60E-161	Castor2
ENSMUSG00000067870	3642.966945	2.891404635	0.106227245	27.2190495	3.87E-163	3.82E-161	Rpl31-ps8
ENSMUSG00000062078	1826.908902	2.845026029	0.104700481	27.17299871	1.35E-162	1.33E-160	Qk
ENSMUSG00000021143	8854.858421	2.02025572	0.07444676	27.13691939	3.61E-162	3.54E-160	Pacs2
ENSMUSG00000038717	5623.824899	2.466464732	0.091139791	27.06243576	2.73E-161	2.66E-159	Atp5l
ENSMUSG00000042331	1705.118077	2.722541226	0.100652192	27.04900093	3.92E-161	3.80E-159	Specc1
ENSMUSG00000031065	13353.00749	2.333941121	0.086453367	26.99653245	1.62E-160	1.57E-158	Cdk16
ENSMUSG00000025422	24731.16032	2.543554347	0.094531026	26.90708499	1.81E-159	1.74E-157	Agap2
ENSMUSG00000068267	8282.384797	2.651978325	0.098599356	26.89650749	2.41E-159	2.31E-157	Cenpb
ENSMUSG00000038375	12121.31717	2.945258445	0.109526204	26.89090221	2.81E-159	2.67E-157	Trp53inp2
ENSMUSG00000007892	19793.53078	3.883515807	0.14467814	26.84245053	1.03E-158	9.79E-157	Rplp1
ENSMUSG00000096842	4532.319221	3.766296302	0.140756501	26.75753	1.01E-157	9.52E-156	Gm10736
ENSMUSG00000026667	13710.32401	2.21949455	0.083115618	26.70370029	4.26E-157	4.00E-155	Uhmk1
ENSMUSG00000049775	39665.29975	2.100235521	0.078774661	26.6613081	1.32E-156	1.24E-154	Tmsb4x
ENSMUSG00000057522	4617.514226	2.382654492	0.089421258	26.64528044	2.03E-156	1.89E-154	Spop
ENSMUSG00000050856	3649.909744	2.80097355	0.105560144	26.53438555	3.89E-155	3.61E-153	Atp5k
ENSMUSG00000056596	3207.852871	2.720307719	0.102563289	26.52321061	5.23E-155	4.83E-153	Trnp1
ENSMUSG00000053332	1227.255766	3.265208191	0.123200484	26.50320911	8.90E-155	8.18E-153	Gas5
ENSMUSG00000036305	1836.243696	3.307563629	0.12480955	26.50088574	9.47E-155	8.66E-153	Rpl39-ps
ENSMUSG00000025202	1413.596787	4.084214862	0.154988294	26.3517635	4.90E-153	4.46E-151	Scd3
ENSMUSG00000026576	15640.64597	-1.661359795	0.063081916	-26.33654607	7.32E-153	6.64E-151	Atp1b1
ENSMUSG00000029608	6952.280815	1.996550679	0.075968827	26.28118349	3.15E-152	2.84E-150	Rph3a
ENSMUSG00000043733	5488.117586	1.914970805	0.073044106	26.21663694	1.72E-151	1.54E-149	Ptpn11
ENSMUSG00000084883	2319.450999	2.496781205	0.095276988	26.20550107	2.30E-151	2.06E-149	Ccdc85c
ENSMUSG00000108437	1401.533903	3.298143331	0.125923803	26.19157985	3.31E-151	2.96E-149	Gm19366
ENSMUSG00000040952	4208.203234	2.513528848	0.096130013	26.14718097	1.06E-150	9.42E-149	Rps19
ENSMUSG00000060938	4068.947635	2.438216485	0.093641539	26.03776604	1.85E-149	1.64E-147	Rpl26
ENSMUSG00000054728	10375.64534	1.877784169	0.07212178	26.03629826	1.92E-149	1.69E-147	Phactr1
ENSMUSG00000048148	1158.86763	3.265457674	0.125450872	26.02977261	2.28E-149	2.00E-147	Nwd1
ENSMUSG00000063882	4898.582494	2.427029441	0.09350619	25.95581582	1.56E-148	1.37E-146	Uqcrh
ENSMUSG00000042182	4478.728905	2.34425432	0.090383568	25.93673147	2.57E-148	2.23E-146	Bend6
ENSMUSG00000021062	6641.003488	2.098149395	0.081113294	25.86689899	1.57E-147	1.36E-145	Rab15
ENSMUSG00000098234	982.1197029	3.366779563	0.130240582	25.85046464	2.40E-147	2.07E-145	Snhg6
ENSMUSG00000020163	7355.195479	3.132391614	0.121326559	25.81785582	5.59E-147	4.80E-145	Uqcr11
ENSMUSG00000024873	11985.14295	2.28570874	0.088843651	25.72731669	5.78E-146	4.95E-144	Cnih2
ENSMUSG00000019874	7453.762658	3.928629472	0.152947525	25.68612644	1.67E-145	1.42E-143	Fabp7
ENSMUSG00000071532	2090.043978	2.822651545	0.110823323	25.46983311	4.26E-143	3.61E-141	Gm10335
ENSMUSG00000032788	6711.605948	2.278903989	0.089696465	25.40684274	2.12E-142	1.79E-140	Pdxk
ENSMUSG00000020886	25611.34466	1.960099066	0.077319133	25.3507635	8.81E-142	7.42E-140	Dlg4
ENSMUSG00000026688	4109.923327	2.369124392	0.093678834	25.28985792	4.13E-141	3.46E-139	Mgst3
ENSMUSG00000061390	1819.383627	3.596470139	0.142633887	25.21469636	2.76E-140	2.31E-138	Uba52-ps
ENSMUSG00000063556	2104.797123	2.841869229	0.11281912	25.18960648	5.21E-140	4.33E-138	Gm10132
ENSMUSG00000061787	3784.890994	2.381726109	0.094659127	25.16108268	1.07E-139	8.86E-138	Rps17
ENSMUSG00000035863	14243.06714	2.102399069	0.083626884	25.14022952	1.81E-139	1.49E-137	Palm
ENSMUSG00000017843	2972.407732	2.192595754	0.087392343	25.08910598	6.54E-139	5.38E-137	Ppp2r5c
ENSMUSG00000054428	8775.878136	2.6062696	0.104066132	25.04435936	2.01E-138	1.65E-136	Atpif1
ENSMUSG00000039016	2514.657916	2.312684505	0.092425823	25.02206028	3.52E-138	2.87E-136	Timm8b
ENSMUSG00000036882	15083.08957	2.154741131	0.086222659	24.99042787	7.77E-138	6.32E-136	Arhgap33
ENSMUSG00000024769	470.4783518	5.609654311	0.225108571	24.91977218	4.54E-137	3.68E-135	Cdc42bpg
ENSMUSG00000022490	4517.974469	2.31998275	0.093199663	24.8926087	8.95E-137	7.22E-135	Ppp1r1a
ENSMUSG00000055013	5854.683033	2.270356408	0.091516417	24.80818729	7.31E-136	5.88E-134	Agap1
ENSMUSG00000037855	2830.677015	1.972631389	0.079745929	24.73645244	4.34E-135	3.47E-133	Zfp365
