organism,gene_name,tAI
R. norvegicus,AABR07003230.1,0.230640188
R. norvegicus,AABR07003235.1,0.223943141
R. norvegicus,AABR07003235.2,0.190113496
R. norvegicus,AABR07003241.1,0.226001046
R. norvegicus,AABR07003241.2,0.220419324
R. norvegicus,AABR07003241.3,0.243984716
R. norvegicus,AABR07003244.1,0.253487437
R. norvegicus,AABR07003247.1,0.250141373
R. norvegicus,AABR07003250.1,0.22155833
R. norvegicus,AABR07003273.1,0.251328825
R. norvegicus,AABR07003291.1,0.200965741
R. norvegicus,AABR07003302.1,0.169068177
R. norvegicus,AABR07003433.1,0.246665296
R. norvegicus,AABR07003610.1,0.212813206
R. norvegicus,AABR07003616.1,0.25266896
R. norvegicus,AABR07003833.1,0.21296788
R. norvegicus,AABR07003933.1,0.260929177
R. norvegicus,AABR07004183.1,0.239821615
R. norvegicus,AABR07004190.1,0.213321301
R. norvegicus,AABR07004232.1,0.20370909
R. norvegicus,AABR07004437.1,0.246202334
R. norvegicus,AABR07004507.1,0.249059046
R. norvegicus,AABR07004511.1,0.249059046
R. norvegicus,AABR07004539.1,0.212686312
R. norvegicus,AABR07004560.1,0.216450512
R. norvegicus,AABR07004684.1,0.200804039
R. norvegicus,AABR07004746.1,0.225219852
R. norvegicus,AABR07004776.1,0.213618203
R. norvegicus,AABR07004891.1,0.248810792
R. norvegicus,AABR07004947.1,0.200469094
R. norvegicus,AABR07004960.1,0.208026859
R. norvegicus,AABR07004966.1,0.195187695
R. norvegicus,AABR07004975.1,0.197126368
R. norvegicus,AABR07004992.1,0.252415491
R. norvegicus,AABR07005027.1,0.259510327
R. norvegicus,AABR07005031.1,0.217824673
R. norvegicus,AABR07005040.1,0.269374152
R. norvegicus,AABR07005506.1,0.25724395
R. norvegicus,AABR07005588.1,0.211790446
R. norvegicus,AABR07005597.1,0.210544479
R. norvegicus,AABR07005618.1,0.248317608
R. norvegicus,AABR07005632.1,0.224610921
R. norvegicus,AABR07005633.1,0.162689877
R. norvegicus,AABR07005667.1,0.255914737
R. norvegicus,AABR07005723.1,0.203431276
R. norvegicus,AABR07005775.1,0.209973121
R. norvegicus,AABR07005779.1,0.267976265
R. norvegicus,AABR07005779.2,0.202278371
R. norvegicus,AABR07005779.3,0.261499387
R. norvegicus,AABR07005806.1,0.422844042
R. norvegicus,AABR07005886.1,0.226652872
R. norvegicus,AABR07005961.1,0.404862265
R. norvegicus,AABR07005983.1,0.232725391
R. norvegicus,AABR07005985.1,0.226795912
R. norvegicus,AABR07006025.1,0.233726636
R. norvegicus,AABR07006030.1,0.262698982
R. norvegicus,AABR07006032.1,0.262996811
R. norvegicus,AABR07006033.1,0.26660284
R. norvegicus,AABR07006042.1,0.355188515
R. norvegicus,AABR07006049.1,0.373861374
R. norvegicus,AABR07006049.2,0.219688939
R. norvegicus,AABR07006055.1,0.412632014
R. norvegicus,AABR07006089.1,0.244091393
R. norvegicus,AABR07006142.1,0.220481049
R. norvegicus,AABR07006232.1,0.211186452
R. norvegicus,AABR07006242.1,0.21760972
R. norvegicus,AABR07006258.1,0.216252222
R. norvegicus,AABR07006258.2,0.229016102
R. norvegicus,AABR07006259.1,0.246748294
R. norvegicus,AABR07006264.1,0.175680755
R. norvegicus,AABR07006264.2,0.19560614
R. norvegicus,AABR07006269.1,0.22567781
R. norvegicus,AABR07006275.1,0.261506224
R. norvegicus,AABR07006278.1,0.238021179
R. norvegicus,AABR07006283.1,0.20740657
R. norvegicus,AABR07006308.1,0.220595868
R. norvegicus,AABR07006451.1,0.232556388
R. norvegicus,AABR07006458.1,0.214075709
R. norvegicus,AABR07006474.1,0.209453239
R. norvegicus,AABR07006480.1,0.215904069
R. norvegicus,AABR07006504.1,0.232490535
R. norvegicus,AABR07006536.1,0.232074539
R. norvegicus,AABR07006542.1,0.242836742
R. norvegicus,AABR07006544.1,0.386048
R. norvegicus,AABR07006576.1,0.21906133
R. norvegicus,AABR07006672.1,0.197142486
R. norvegicus,AABR07006688.1,0.246855172
R. norvegicus,AABR07006688.2,0.217964958
R. norvegicus,AABR07006691.1,0.234137478
R. norvegicus,AABR07006774.1,0.202112117
R. norvegicus,AABR07006775.1,0.190657839
R. norvegicus,AABR07006823.1,0.209844542
R. norvegicus,AABR07006860.1,0.220127014
R. norvegicus,AABR07006871.1,0.239580159
R. norvegicus,AABR07007000.1,0.23293406
R. norvegicus,AABR07007023.1,0.195030657
R. norvegicus,AABR07007032.1,0.23337357
R. norvegicus,AABR07007068.1,0.252874779
R. norvegicus,AABR07007121.1,0.241345379
R. norvegicus,AABR07007130.1,0.183323762
R. norvegicus,AABR07007130.2,0.20397822
R. norvegicus,AABR07007134.1,0.22489018
R. norvegicus,AABR07007146.1,0.242657461
R. norvegicus,AABR07007399.1,0.288320932
R. norvegicus,AABR07007544.1,0.202692128
R. norvegicus,AABR07007642.1,0.225157725
R. norvegicus,AABR07007675.1,0.223422928
R. norvegicus,AABR07007675.2,0.196290012
R. norvegicus,AABR07007744.2,0.226845329
R. norvegicus,AABR07007758.1,0.236922023
R. norvegicus,AABR07007769.1,0.217790325
R. norvegicus,AABR07007839.1,0.215865611
R. norvegicus,AABR07007853.1,0.231790465
R. norvegicus,AABR07007905.1,0.234310922
R. norvegicus,AABR07007905.2,0.196081869
R. norvegicus,AABR07007916.1,0.211269466
R. norvegicus,AABR07007928.1,0.198159659
R. norvegicus,AABR07007931.1,0.186127919
R. norvegicus,AABR07007978.1,0.155216458
R. norvegicus,AABR07008066.2,0.215868836
R. norvegicus,AABR07008097.1,0.238561329
R. norvegicus,AABR07008142.1,0.227937565
R. norvegicus,AABR07008152.1,0.235164666
R. norvegicus,AABR07008242.1,0.249459125
R. norvegicus,AABR07008285.1,0.182645489
R. norvegicus,AABR07008293.1,0.207255838
R. norvegicus,AABR07008293.3,0.207673298
R. norvegicus,AABR07008298.1,0.255775153
R. norvegicus,AABR07008298.2,0.249099484
R. norvegicus,AABR07008319.1,0.239824605
R. norvegicus,AABR07008350.1,0.231410478
R. norvegicus,AABR07008370.1,0.212686082
R. norvegicus,AABR07008439.1,0.212785149
R. norvegicus,AABR07008608.1,0.197509719
R. norvegicus,AABR07008681.1,0.198232563
R. norvegicus,AABR07008724.1,0.16514241
R. norvegicus,AABR07008876.1,0.226197056
R. norvegicus,AABR07008904.1,0.238281919
R. norvegicus,AABR07008911.1,0.222551575
R. norvegicus,AABR07008940.1,0.228181899
R. norvegicus,AABR07009083.1,0.19346187
R. norvegicus,AABR07009105.1,0.20322675
R. norvegicus,AABR07009106.1,0.208285825
R. norvegicus,AABR07009221.1,0.194275005
R. norvegicus,AABR07009224.1,0.23539522
R. norvegicus,AABR07009260.1,0.200284882
R. norvegicus,AABR07009357.1,0.238138607
R. norvegicus,AABR07009373.1,0.242478057
R. norvegicus,AABR07009508.1,0.214968079
R. norvegicus,AABR07009572.1,0.254769487
R. norvegicus,AABR07009638.1,0.21914719
R. norvegicus,AABR07009787.1,0.196543856
R. norvegicus,AABR07009834.1,0.210411438
R. norvegicus,AABR07009890.1,0.196125332
R. norvegicus,AABR07009919.1,0.275476528
R. norvegicus,AABR07009931.1,0.254563609
R. norvegicus,AABR07009965.1,0.208998602
R. norvegicus,AABR07009978.1,0.225768281
R. norvegicus,AABR07010085.1,0.250913835
R. norvegicus,AABR07010085.2,0.182762669
R. norvegicus,AABR07010333.1,0.210096418
R. norvegicus,AABR07010476.1,0.179106752
R. norvegicus,AABR07010524.1,0.234697294
R. norvegicus,AABR07010672.1,0.187349058
R. norvegicus,AABR07010705.1,0.229906243
R. norvegicus,AABR07010717.1,0.206301107
R. norvegicus,AABR07010747.1,0.194053558
R. norvegicus,AABR07010840.1,0.228486633
R. norvegicus,AABR07010899.1,0.207298939
R. norvegicus,AABR07010907.1,0.209030097
R. norvegicus,AABR07010919.1,0.219294804
R. norvegicus,AABR07010944.1,0.226591707
R. norvegicus,AABR07011031.1,0.212435289
R. norvegicus,AABR07011057.2,0.230107047
R. norvegicus,AABR07011152.1,0.394568344
R. norvegicus,AABR07011278.1,0.224654998
R. norvegicus,AABR07011700.1,0.207633716
R. norvegicus,AABR07011733.1,0.208007114
R. norvegicus,AABR07011744.1,0.254364411
R. norvegicus,AABR07011857.2,0.211501302
R. norvegicus,AABR07011951.1,0.23857963
R. norvegicus,AABR07012039.1,0.235746083
R. norvegicus,AABR07012054.1,0.203043867
R. norvegicus,AABR07012079.1,0.242492927
R. norvegicus,AABR07012129.1,0.206614086
R. norvegicus,AABR07012269.1,0.211964402
R. norvegicus,AABR07012274.1,0.233845018
R. norvegicus,AABR07012291.1,0.508914633
R. norvegicus,AABR07012291.2,0.474455692
R. norvegicus,AABR07012299.1,0.530678837
R. norvegicus,AABR07012302.1,0.20791376
R. norvegicus,AABR07012307.1,0.253142216
R. norvegicus,AABR07012314.1,0.339218025
R. norvegicus,AABR07012317.1,0.343438038
R. norvegicus,AABR07012317.2,0.343733788
R. norvegicus,AABR07012318.1,0.331673375
R. norvegicus,AABR07012323.2,0.372001045
R. norvegicus,AABR07012325.1,0.209423816
R. norvegicus,AABR07012329.1,0.278213991
R. norvegicus,AABR07012331.1,0.215868142
R. norvegicus,AABR07012342.1,0.255829668
R. norvegicus,AABR07012384.1,0.246564721
R. norvegicus,AABR07012426.1,0.232484536
R. norvegicus,AABR07012475.1,0.222857268
R. norvegicus,AABR07012492.1,0.332352407
R. norvegicus,AABR07012583.2,0.23825984
R. norvegicus,AABR07012616.1,0.214879641
R. norvegicus,AABR07012635.1,0.260451266
R. norvegicus,AABR07012658.1,0.211371384
R. norvegicus,AABR07012763.1,0.219691631
R. norvegicus,AABR07012775.1,0.231313918
R. norvegicus,AABR07012795.1,0.215406714
R. norvegicus,AABR07012826.1,0.248435189
R. norvegicus,AABR07012856.1,0.225861077
R. norvegicus,AABR07012868.1,0.204366152
R. norvegicus,AABR07013057.1,0.236174937
R. norvegicus,AABR07013065.1,0.203137709
R. norvegicus,AABR07013086.1,0.238631597
R. norvegicus,AABR07013095.1,0.229776877
R. norvegicus,AABR07013111.1,0.201933576
R. norvegicus,AABR07013116.1,0.19238575
R. norvegicus,AABR07013147.1,0.167887477
R. norvegicus,AABR07013154.2,0.266450404
R. norvegicus,AABR07013200.1,0.253270544
R. norvegicus,AABR07013202.1,0.231884528
R. norvegicus,AABR07013288.4,0.211824295
R. norvegicus,AABR07013302.1,0.231659694
R. norvegicus,AABR07013410.1,0.237408364
R. norvegicus,AABR07013412.1,0.205855916
R. norvegicus,AABR07013425.1,0.207345043
R. norvegicus,AABR07013464.1,0.213528164
R. norvegicus,AABR07013651.1,0.214854294
R. norvegicus,AABR07013701.1,0.233895956
R. norvegicus,AABR07013776.1,0.25149419
R. norvegicus,AABR07013798.1,0.230317283
R. norvegicus,AABR07013843.1,0.23740585
R. norvegicus,AABR07013931.1,0.312458801
R. norvegicus,AABR07013931.2,0.223114723
R. norvegicus,AABR07014016.1,0.21824117
R. norvegicus,AABR07014021.1,0.219526826
R. norvegicus,AABR07014087.1,0.211407563
R. norvegicus,AABR07014089.1,0.213502962
R. norvegicus,AABR07014114.1,0.204714036
R. norvegicus,AABR07014241.1,0.270917893
R. norvegicus,AABR07014259.1,0.186236784
R. norvegicus,AABR07014298.1,0.203479574
R. norvegicus,AABR07014355.1,0.236483165
R. norvegicus,AABR07014426.1,0.213837729
R. norvegicus,AABR07014443.1,0.209749467
R. norvegicus,AABR07014487.1,0.202124087
R. norvegicus,AABR07014573.1,0.221595953
R. norvegicus,AABR07014573.2,0.223063411
R. norvegicus,AABR07014676.1,0.225156111
R. norvegicus,AABR07014739.1,0.246798756
R. norvegicus,AABR07014804.1,0.235248119
R. norvegicus,AABR07014882.1,0.196607784
R. norvegicus,AABR07014974.1,0.205931229
R. norvegicus,AABR07014996.1,0.283646306
R. norvegicus,AABR07015003.1,0.21242706
R. norvegicus,AABR07015015.2,0.274532222
R. norvegicus,AABR07015055.1,0.229767517
R. norvegicus,AABR07015057.1,0.210997902
R. norvegicus,AABR07015066.1,0.229767517
R. norvegicus,AABR07015067.1,0.205467655
R. norvegicus,AABR07015078.1,0.229767517
R. norvegicus,AABR07015078.2,0.202178267
R. norvegicus,AABR07015080.2,0.229767517
R. norvegicus,AABR07015081.2,0.210997902
R. norvegicus,AABR07015320.1,0.198908645
R. norvegicus,AABR07015476.1,0.223222852
R. norvegicus,AABR07015525.1,0.21626707
R. norvegicus,AABR07015596.1,0.214446769
R. norvegicus,AABR07015729.1,0.197345126
R. norvegicus,AABR07015743.1,0.25076803
R. norvegicus,AABR07015759.1,0.238296704
R. norvegicus,AABR07015812.1,0.240560624
R. norvegicus,AABR07015881.1,0.247242789
R. norvegicus,AABR07015977.1,0.213551853
R. norvegicus,AABR07016141.1,0.223150541
R. norvegicus,AABR07016166.1,0.19771236
R. norvegicus,AABR07016292.1,0.221565791
R. norvegicus,AABR07016310.1,0.204288639
R. norvegicus,AABR07016428.1,0.225149708
R. norvegicus,AABR07016566.1,0.238850738
R. norvegicus,AABR07016578.1,0.223008366
R. norvegicus,AABR07016619.1,0.218673097
R. norvegicus,AABR07016623.1,0.214314778
R. norvegicus,AABR07016640.3,0.234237269
R. norvegicus,AABR07016779.1,0.235904885
R. norvegicus,AABR07016805.1,0.24503876
R. norvegicus,AABR07016841.1,0.199451175
R. norvegicus,AABR07016883.1,0.19647975
R. norvegicus,AABR07016950.1,0.218629296
R. norvegicus,AABR07016976.1,0.226562752
R. norvegicus,AABR07016992.1,0.212631443
R. norvegicus,AABR07016992.2,0.218963728
R. norvegicus,AABR07017006.1,0.224050021
R. norvegicus,AABR07017045.1,0.234160591
R. norvegicus,AABR07017046.1,0.222788518
R. norvegicus,AABR07017236.1,0.237050948
R. norvegicus,AABR07017236.2,0.251623587
R. norvegicus,AABR07017241.1,0.222648264
R. norvegicus,AABR07017250.1,0.22729094
R. norvegicus,AABR07017253.1,0.222300841
R. norvegicus,AABR07017576.1,0.227967966
R. norvegicus,AABR07017595.1,0.197894229
R. norvegicus,AABR07017597.1,0.216211117
R. norvegicus,AABR07017597.2,0.202653836
R. norvegicus,AABR07017599.1,0.201155339
R. norvegicus,AABR07017604.1,0.202383047
R. norvegicus,AABR07017610.1,0.193730033
R. norvegicus,AABR07017617.1,0.233332359
R. norvegicus,AABR07017617.2,0.20169849
R. norvegicus,AABR07017623.1,0.215399662
R. norvegicus,AABR07017623.2,0.257105647
R. norvegicus,AABR07017624.1,0.246480629
R. norvegicus,AABR07017624.2,0.210566062
R. norvegicus,AABR07017634.1,0.240923052
R. norvegicus,AABR07017635.1,0.228150753
R. norvegicus,AABR07017635.2,0.219617735
R. norvegicus,AABR07017639.1,0.191556381
R. norvegicus,AABR07017639.2,0.222468231
R. norvegicus,AABR07017647.1,0.196635213
R. norvegicus,AABR07017650.1,0.242482258
R. norvegicus,AABR07017656.1,0.250933913
R. norvegicus,AABR07017657.1,0.216500882
R. norvegicus,AABR07017658.1,0.205711715
R. norvegicus,AABR07017658.2,0.214913143
R. norvegicus,AABR07017662.1,0.20169849
R. norvegicus,AABR07017662.2,0.249320947
R. norvegicus,AABR07017662.3,0.211602205
R. norvegicus,AABR07017662.4,0.21009582
R. norvegicus,AABR07017669.1,0.182543921
R. norvegicus,AABR07017669.2,0.195388611
R. norvegicus,AABR07017676.1,0.250670643
R. norvegicus,AABR07017676.2,0.199568891
R. norvegicus,AABR07017677.1,0.212993668
R. norvegicus,AABR07017681.1,0.231216596
R. norvegicus,AABR07017693.1,0.246803304
R. norvegicus,AABR07017693.2,0.202773121
R. norvegicus,AABR07017693.3,0.204780431
R. norvegicus,AABR07017707.1,0.193092195
R. norvegicus,AABR07017714.1,0.214913143
R. norvegicus,AABR07017714.2,0.216500882
R. norvegicus,AABR07017733.1,0.16101574
R. norvegicus,AABR07017735.1,0.254440665
R. norvegicus,AABR07017737.1,0.21455305
R. norvegicus,AABR07017745.1,0.233397338
R. norvegicus,AABR07017745.2,0.205572925
R. norvegicus,AABR07017745.3,0.179986924
R. norvegicus,AABR07017745.4,0.207295388
R. norvegicus,AABR07017748.1,0.199011132
R. norvegicus,AABR07017748.2,0.238310914
R. norvegicus,AABR07017763.1,0.199832685
R. norvegicus,AABR07017763.2,0.201149114
R. norvegicus,AABR07017768.1,0.250138035
R. norvegicus,AABR07017768.2,0.208707782
R. norvegicus,AABR07017768.3,0.21062427
R. norvegicus,AABR07017768.4,0.2120778
R. norvegicus,AABR07017768.5,0.229310529
R. norvegicus,AABR07017768.7,0.242846476
R. norvegicus,AABR07017768.8,0.21016744
R. norvegicus,AABR07017769.1,0.20245289
R. norvegicus,AABR07017772.1,0.205083667
R. norvegicus,AABR07017773.1,0.196635213
R. norvegicus,AABR07017781.1,0.228531449
R. norvegicus,AABR07017783.1,0.211585797
R. norvegicus,AABR07017783.2,0.203608671
R. norvegicus,AABR07017783.3,0.259385991
R. norvegicus,AABR07017783.4,0.209791299
R. norvegicus,AABR07017786.1,0.2122639
R. norvegicus,AABR07017789.1,0.22884647
R. norvegicus,AABR07017798.1,0.215399662
R. norvegicus,AABR07017798.2,0.257105647
R. norvegicus,AABR07017798.3,0.207738268
R. norvegicus,AABR07017804.1,0.205572925
R. norvegicus,AABR07017809.1,0.200977021
R. norvegicus,AABR07017812.1,0.207738268
R. norvegicus,AABR07017824.1,0.221113927
R. norvegicus,AABR07017824.2,0.231216596
R. norvegicus,AABR07017825.1,0.205751963
R. norvegicus,AABR07017825.2,0.199568891
R. norvegicus,AABR07017825.3,0.203608671
R. norvegicus,AABR07017825.4,0.238310914
R. norvegicus,AABR07017825.6,0.242062463
R. norvegicus,AABR07017825.7,0.232419385
R. norvegicus,AABR07017830.1,0.191556381
R. norvegicus,AABR07017831.1,0.222702752
R. norvegicus,AABR07017833.1,0.235071889
R. norvegicus,AABR07017838.2,0.191556381
R. norvegicus,AABR07017841.1,0.222702752
R. norvegicus,AABR07017841.2,0.238403315
R. norvegicus,AABR07017849.1,0.196635213
R. norvegicus,AABR07017850.1,0.239723375
R. norvegicus,AABR07017855.1,0.207738268
R. norvegicus,AABR07017868.1,0.19398286
R. norvegicus,AABR07017868.2,0.235363821
R. norvegicus,AABR07017868.4,0.221595409
R. norvegicus,AABR07017868.5,0.224533799
R. norvegicus,AABR07017870.1,0.21009582
R. norvegicus,AABR07017870.2,0.249320947
R. norvegicus,AABR07017875.1,0.200267988
R. norvegicus,AABR07017878.1,0.2021735
R. norvegicus,AABR07017892.1,0.20245289
R. norvegicus,AABR07017895.1,0.224533799
R. norvegicus,AABR07017900.1,0.22347733
R. norvegicus,AABR07017901.1,0.207181545
R. norvegicus,AABR07017902.1,0.20997111
R. norvegicus,AABR07017902.2,0.226683196
R. norvegicus,AABR07017902.3,0.22302202
R. norvegicus,AABR07017917.1,0.238295777
R. norvegicus,AABR07017922.1,0.220547445
R. norvegicus,AABR07017936.1,0.233488544
R. norvegicus,AABR07017958.1,0.219758077
R. norvegicus,AABR07018016.1,0.187871918
R. norvegicus,AABR07018028.1,0.219168592
R. norvegicus,AABR07018038.1,0.222821618
R. norvegicus,AABR07018038.2,0.217210116
R. norvegicus,AABR07018048.2,0.224008069
R. norvegicus,AABR07018050.1,0.228718184
R. norvegicus,AABR07018078.1,0.225848081
R. norvegicus,AABR07018124.1,0.240847462
R. norvegicus,AABR07018132.1,0.207252159
R. norvegicus,AABR07018164.1,0.242647638
R. norvegicus,AABR07018167.1,0.244386701
R. norvegicus,AABR07018191.1,0.240602663
R. norvegicus,AABR07018244.1,0.233755244
R. norvegicus,AABR07018269.1,0.204379962
R. norvegicus,AABR07018272.1,0.205409492
R. norvegicus,AABR07018321.1,0.257270907
R. norvegicus,AABR07018331.1,0.216579852
R. norvegicus,AABR07018437.1,0.210242851
R. norvegicus,AABR07018533.1,0.229361028
R. norvegicus,AABR07018556.1,0.205564836
R. norvegicus,AABR07018646.1,0.228707209
R. norvegicus,AABR07018857.1,0.242850678
R. norvegicus,AABR07018976.1,0.205250287
R. norvegicus,AABR07019230.1,0.23863321
R. norvegicus,AABR07019341.1,0.213757583
R. norvegicus,AABR07019341.2,0.229898596
R. norvegicus,AABR07019512.1,0.218174109
R. norvegicus,AABR07019870.1,0.245464239
R. norvegicus,AABR07019903.1,0.222695609
R. norvegicus,AABR07020463.1,0.220157781
R. norvegicus,AABR07020651.1,0.236532128
R. norvegicus,AABR07020786.1,0.251699083
R. norvegicus,AABR07020815.1,0.215673147
R. norvegicus,AABR07020879.1,0.230618586
R. norvegicus,AABR07020994.1,0.243345773
R. norvegicus,AABR07020999.1,0.201047405
R. norvegicus,AABR07021008.1,0.223035437
R. norvegicus,AABR07021022.1,0.227298253
R. norvegicus,AABR07021066.1,0.280683166
R. norvegicus,AABR07021086.1,0.242402024
R. norvegicus,AABR07021096.1,0.217587755
R. norvegicus,AABR07021204.1,0.264371718
R. norvegicus,AABR07021239.1,0.239063229
R. norvegicus,AABR07021384.1,0.227861609
R. norvegicus,AABR07021424.1,0.218713014
R. norvegicus,AABR07021463.1,0.242231846
R. norvegicus,AABR07021465.1,0.205538281
R. norvegicus,AABR07021544.2,0.238665078
R. norvegicus,AABR07021591.1,0.244180002
R. norvegicus,AABR07021704.1,0.231360149
R. norvegicus,AABR07021804.1,0.198453029
R. norvegicus,AABR07021812.1,0.25718241
R. norvegicus,AABR07021840.1,0.238900893
R. norvegicus,AABR07021863.1,0.202996351
R. norvegicus,AABR07021871.1,0.232705171
R. norvegicus,AABR07021930.1,0.24264919
R. norvegicus,AABR07021945.1,0.252841235
R. norvegicus,AABR07021946.1,0.212901404
R. norvegicus,AABR07021987.1,0.248050212
R. norvegicus,AABR07021988.1,0.238545548
R. norvegicus,AABR07022022.1,0.250217248
R. norvegicus,AABR07022046.1,0.217516976
R. norvegicus,AABR07022057.1,0.184857383
R. norvegicus,AABR07022134.1,0.289625808
R. norvegicus,AABR07022144.1,0.214672946
R. norvegicus,AABR07022157.1,0.269084266
R. norvegicus,AABR07022168.1,0.235382368
R. norvegicus,AABR07022303.1,0.29488017
R. norvegicus,AABR07022331.1,0.296931223
R. norvegicus,AABR07022369.1,0.296931223
R. norvegicus,AABR07022393.1,0.234725205
R. norvegicus,AABR07022447.1,0.251557705
R. norvegicus,AABR07022492.1,0.296931223
R. norvegicus,AABR07022580.1,0.296931223
R. norvegicus,AABR07022620.1,0.296931223
R. norvegicus,AABR07022635.1,0.219038644
R. norvegicus,AABR07022678.1,0.296931223
